Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of India",15257365,21597042,36854407,148467.89,33213678,"(A) Public Sector Banks","2015-06-03"
"State Bank of India",4565290,778605,5343895,44665.82,2690452,"(B) Regional Rural Bank","2015-06-03"
"State Bank of India",15439301,21797824,37237125,150385.94,33556741,"(A) Public Sector Banks","2015-06-10"
"State Bank of India",4595207,782430,5377637,45386.23,2694015,"(B) Regional Rural Bank","2015-06-10"
"State Bank of India",15644369,22026012,37670381,153912.4,33946898,"(A) Public Sector Banks","2015-06-17"
"State Bank of India",4620198,786928,5407126,46551.55,2695792,"(B) Regional Rural Bank","2015-06-17"
"State Bank of India",15842680,22254486,38097166,155761.22,34313454,"(A) Public Sector Banks","2015-06-24"
"State Bank of India",4666091,795999,5462090,47167.64,2702389,"(B) Regional Rural Bank","2015-06-24"
"State Bank of India",16098776,22538794,38637570,159220.26,34740468,"(A) Public Sector Banks","2015-07-01"
"State Bank of India",4695009,800343,5495352,47929.53,2722453,"(B) Regional Rural Bank","2015-07-01"
"State Bank of India",16318669,22775620,39094289,162288.3,35083165,"(A) Public Sector Banks","2015-07-08"
"State Bank of India",4717878,804571,5522449,48343.89,2867446,"(B) Regional Rural Bank","2015-07-08"
"State Bank of India",16556260,23046916,39603176,165958.82,35455238,"(A) Public Sector Banks","2015-07-15"
"State Bank of India",4786468,819312,5605780,49662.84,3158427,"(B) Regional Rural Bank","2015-07-15"
"State Bank of India",16745494,23279135,40024629,168859.79,35765882,"(A) Public Sector Banks","2015-07-22"
"State Bank of India",4818049,824209,5642258,50513.21,3172163,"(B) Regional Rural Bank","2015-07-22"
"State Bank of India",17158757,23739626,40898383,173510.14,36225242,"(A) Public Sector Banks","2015-07-29"
"State Bank of India",4856532,834157,5690689,51272.02,3179900,"(B) Regional Rural Bank","2015-07-29"
"State Bank of India",17395906,23978926,41374832,258981.23,36877791,"(A) Public Sector Banks","2015-08-05"
"State Bank of India",4898492,845261,5743753,51825.28,3185837,"(B) Regional Rural Bank","2015-08-05"
"State Bank of India",17395906,23978926,41374832,258981.23,36877791,"(A) Public Sector Banks","2015-08-12"
"State Bank of India",4939576,851958,5791534,52746.78,3186772,"(B) Regional Rural Bank","2015-08-12"
"State Bank of India",17720383,24329888,42050271,265749.36,37242079,"(A) Public Sector Banks","2015-08-19"
"State Bank of India",4975061,859004,5834065,52962.87,3189933,"(B) Regional Rural Bank","2015-08-19"
"State Bank of India",17927383,24552606,42479989,270742.11,37468420,"(A) Public Sector Banks","2015-08-26"
"State Bank of India",5010058,864541,5874599,53778.14,3192550,"(B) Regional Rural Bank","2015-08-26"
"State Bank of India",18165365,24787419,42952784,275659.14,37706893,"(A) Public Sector Banks","2015-09-02"
"State Bank of India",5042780,869457,5912237,54158.86,3211546,"(B) Regional Rural Bank","2015-09-02"
"State Bank of India",18356865,24987191,43344056,279981.63,37907365,"(A) Public Sector Banks","2015-09-09"
"State Bank of India",5072697,875844,5948541,54733.32,3213184,"(B) Regional Rural Bank","2015-09-09"
"State Bank of India",18665947,25299889,43965836,285906.9,38221453,"(A) Public Sector Banks","2015-09-16"
"State Bank of India",5098414,880258,5978672,56052.42,3220705,"(B) Regional Rural Bank","2015-09-16"
"State Bank of India",18828392,25485937,44314329,292514.47,38395112,"(A) Public Sector Banks","2015-09-23"
"State Bank of India",5133848,884767,6018615,57726.63,3250891,"(B) Regional Rural Bank","2015-09-23"
"State Bank of India",19060025,25734353,44794378,298918.58,38601056,"(A) Public Sector Banks","2015-10-07"
"State Bank of India",5193537,893999,6087536,59091.88,3253562,"(B) Regional Rural Bank","2015-10-07"
"State Bank of India",19220759,25912304,45133063,310522.6,38785441,"(A) Public Sector Banks","2015-10-14"
"State Bank of India",5218118,897002,6115120,59816.74,3249154,"(B) Regional Rural Bank","2015-10-14"
