Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Punjab National Bank",2926306,360638,3286944,58431.32,2274154,"(B) Regional Rural Bank","2016-03-09"
"Punjab National Bank",10978413,2065156,13043569,157692.66,9694505,"(A) Public Sector Banks","2016-03-16"
"Punjab National Bank",2931708,361049,3292757,59525.04,2277663,"(B) Regional Rural Bank","2016-03-16"
"Punjab National Bank",11001224,2065851,13067075,159147.56,9735810,"(A) Public Sector Banks","2016-03-23"
"Punjab National Bank",2934125,361544,3295669,60643.84,2283739,"(B) Regional Rural Bank","2016-03-23"
"Punjab National Bank",11012673,2067490,13080163,162145.96,9765400,"(A) Public Sector Banks","2016-03-30"
"Punjab National Bank",2937006,361792,3298798,64025.18,2286411,"(B) Regional Rural Bank","2016-03-30"
"Punjab National Bank",11046913,2071066,13117979,162941.54,9765682,"(A) Public Sector Banks","2016-04-06"
"Punjab National Bank",2939422,362314,3301736,64115.98,2288813,"(B) Regional Rural Bank","2016-04-06"
"Punjab National Bank",11073876,2076201,13150077,163082.51,9765729,"(A) Public Sector Banks","2016-04-13"
"Punjab National Bank",2939822,362658,3302480,64040.96,2295440,"(B) Regional Rural Bank","2016-04-13"
"Punjab National Bank",11088090,2078537,13166627,164143.72,9765761,"(A) Public Sector Banks","2016-04-20"
"Punjab National Bank",2941295,362946,3304241,64025.04,1875218,"(B) Regional Rural Bank","2016-04-20"
"Punjab National Bank",11108900,2081941,13190841,167452.97,9766916,"(A) Public Sector Banks","2016-04-27"
"Punjab National Bank",2943273,363246,3306519,62197.58,2302569,"(B) Regional Rural Bank","2016-04-27"
"Punjab National Bank",11129784,2084359,13214143,168490.98,9777974,"(A) Public Sector Banks","2016-05-04"
"Punjab National Bank",2945295,363692,3308987,65212.3,2306606,"(B) Regional Rural Bank","2016-05-04"
"Punjab National Bank",11173135,2091093,13264228,170430.84,9787290,"(A) Public Sector Banks","2016-05-11"
"Punjab National Bank",2951397,364013,3315410,66254.77,2309950,"(B) Regional Rural Bank","2016-05-11"
"Punjab National Bank",11210429,2096727,13307156,171908.74,9792673,"(A) Public Sector Banks","2016-05-18"
"Punjab National Bank",2957237,364310,3321547,66721.31,2313279,"(B) Regional Rural Bank","2016-05-18"
"Punjab National Bank",11244989,2099901,13344890,174160.17,9821536,"(A) Public Sector Banks","2016-05-25"
"Punjab National Bank",2961072,366482,3327554,66998.41,2316037,"(B) Regional Rural Bank","2016-05-25"
"Punjab National Bank",11267755,2103036,13370791,173381.68,9834061,"(A) Public Sector Banks","2016-06-01"
"Punjab National Bank",2964263,366912,3331175,67414.73,2317444,"(B) Regional Rural Bank","2016-06-01"
"Punjab National Bank",5484673,1301366,6786039,77682.19,5727519,"(A) Public Sector Banks","2015-01-21"
"Punjab National Bank",1636724,295554,1932278,26112.28,561224,"(B) Regional Rural Bank","2015-01-21"
"Punjab National Bank",8186071,1764908,9950979,77776.76,9144738,"(A) Public Sector Banks","2015-05-27"
"Punjab National Bank",2253920,334266,2588186,37276.82,996754,"(B) Regional Rural Bank","2015-05-27"
"Punjab National Bank",9748486,1947899,11696385,106088.07,9961026,"(A) Public Sector Banks","2015-09-30"
"Punjab National Bank",2601182,353163,2954345,48494.41,2020726,"(B) Regional Rural Bank","2015-09-30"
"Punjab National Bank",10663471,2056183,12719654,140775.35,9968002,"(A) Public Sector Banks","2016-02-03"
"Punjab National Bank",2897961,361599,3259560,55117.3,2195331,"(B) Regional Rural Bank","2016-02-03"
"Punjab National Bank",11307482,2108904,13416386,176800.44,9851358,"(A) Public Sector Banks","2016-06-08"
"Punjab National Bank",2969461,365717,3335178,68013.06,2353114,"(B) Regional Rural Bank","2016-06-08"
"Punjab National Bank",12125475,2211366,14336841,203888.25,9989498,"(A) Public Sector Banks","2016-10-12"
"Punjab National Bank",3009802,372764,3382566,74694.68,2557208,"(B) Regional Rural Bank","2016-10-12"
"Punjab National Bank",13662732,2569054,16231786,312862.02,13760618,"(A) Public Sector Banks","2017-02-15"
"Punjab National Bank",3089481,412258,3501739,112084.63,2767899,"(B) Regional Rural Bank","2017-02-15"
"Punjab National Bank",14038715,2638016,16676731,299081.52,13480681,"(A) Public Sector Banks","2017-06-21"
"Punjab National Bank",3098729,411896,3510625,105887.79,2974938,"(B) Regional Rural Bank","2017-06-21"
"Punjab National Bank",14863062,2733824,17596886,317576.45,14053206,"(A) Public Sector Banks","2017-10-25"
"Punjab National Bank",3120913,440480,3561393,109454.97,3042127,"(B) Regional Rural Bank","2017-10-25"
"Punjab National Bank",15421121,2799854,18220975,351331.94,15937720,"(A) Public Sector Banks","2018-02-28"
"Punjab National Bank",3062181,550808,3612989,119730.63,3170621,"(B) Regional Rural Bank","2018-02-28"
"Punjab National Bank",15709538,2836465,18546003,359752.67,16945056,"(A) Public Sector Banks","2018-07-11"
"Punjab National Bank",3097593,561228,3658821,128696.52,3186808,"(B) Regional Rural Bank","2018-07-11"
"Punjab National Bank",11333876,2112491,13446367,178604.02,9861591,"(A) Public Sector Banks","2016-06-15"
"Punjab National Bank",2970019,366058,3336077,68448.39,2369154,"(B) Regional Rural Bank","2016-06-15"
