Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Jammu & Kashmir Bank Ltd",1085919,117659,1203578,19166.46,810055,"(C) Major Private Banks","2015-07-01"
"Jammu & Kashmir Bank Ltd",62286,11663,73949,1689.91,0,"(B) Regional Rural Bank","2015-07-08"
"Jammu & Kashmir Bank Ltd",1090951,117848,1208799,19209.46,810055,"(C) Major Private Banks","2015-07-08"
"Jammu & Kashmir Bank Ltd",62505,11728,74233,1715.26,0,"(B) Regional Rural Bank","2015-07-15"
"Jammu & Kashmir Bank Ltd",1093952,118001,1211953,19314.35,810055,"(C) Major Private Banks","2015-07-15"
"Jammu & Kashmir Bank Ltd",62607,11757,74364,1715.13,0,"(B) Regional Rural Bank","2015-07-22"
"Jammu & Kashmir Bank Ltd",1095312,118094,1213406,19820.1,810055,"(C) Major Private Banks","2015-07-22"
"Jammu & Kashmir Bank Ltd",63078,11822,74900,1743.74,0,"(B) Regional Rural Bank","2015-07-29"
"Jammu & Kashmir Bank Ltd",1098487,118210,1216697,20052.16,810055,"(C) Major Private Banks","2015-07-29"
"Jammu & Kashmir Bank Ltd",63437,11914,75351,1737.62,0,"(B) Regional Rural Bank","2015-08-05"
"Jammu & Kashmir Bank Ltd",1101623,118332,1219955,20120.94,810055,"(C) Major Private Banks","2015-08-05"
"Jammu & Kashmir Bank Ltd",63710,11972,75682,1747.34,0,"(B) Regional Rural Bank","2015-08-12"
"Jammu & Kashmir Bank Ltd",1104328,118475,1222803,20338.42,810055,"(C) Major Private Banks","2015-08-12"
"Jammu & Kashmir Bank Ltd",63939,12030,75969,1772.24,0,"(B) Regional Rural Bank","2015-08-19"
"Jammu & Kashmir Bank Ltd",1106011,118584,1224595,20421.29,810055,"(C) Major Private Banks","2015-08-19"
"Jammu & Kashmir Bank Ltd",64226,12074,76300,1817.38,0,"(B) Regional Rural Bank","2015-08-26"
"Jammu & Kashmir Bank Ltd",1108231,118676,1226907,20601.37,810055,"(C) Major Private Banks","2015-08-26"
"Jammu & Kashmir Bank Ltd",64507,12120,76627,1830.37,0,"(B) Regional Rural Bank","2015-09-02"
"Jammu & Kashmir Bank Ltd",1110341,118761,1229102,20701.12,810055,"(C) Major Private Banks","2015-09-02"
"Jammu & Kashmir Bank Ltd",64786,12152,76938,1873.84,0,"(B) Regional Rural Bank","2015-09-09"
"Jammu & Kashmir Bank Ltd",1112684,118870,1231554,20932.87,810055,"(C) Major Private Banks","2015-09-09"
"Jammu & Kashmir Bank Ltd",65033,12197,77230,1889.73,0,"(B) Regional Rural Bank","2015-09-16"
"Jammu & Kashmir Bank Ltd",1113535,118918,1232453,20966.57,810055,"(C) Major Private Banks","2015-09-16"
"Jammu & Kashmir Bank Ltd",65257,12262,77519,1925.39,0,"(B) Regional Rural Bank","2015-09-23"
"Jammu & Kashmir Bank Ltd",1115301,119051,1234352,21263.13,810055,"(C) Major Private Banks","2015-09-23"
"Jammu & Kashmir Bank Ltd",65507,12346,77853,2011.82,0,"(B) Regional Rural Bank","2015-10-07"
"Jammu & Kashmir Bank Ltd",1115301,119051,1234352,21263.13,810055,"(C) Major Private Banks","2015-10-07"
"Jammu & Kashmir Bank Ltd",65673,12423,78096,2025,0,"(B) Regional Rural Bank","2015-10-14"
"Jammu & Kashmir Bank Ltd",1115301,119051,1234352,21263.13,810055,"(C) Major Private Banks","2015-10-14"
