Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Bank of Maharashtra",1331580,577565,1909145,24075.29,1723509,"(A) Public Sector Banks","2015-09-09"
"Bank of Maharashtra",381865,68491,450356,6361.66,450356,"(B) Regional Rural Bank","2015-09-09"
"Bank of Maharashtra",1331580,577565,1909145,24289.41,1723509,"(A) Public Sector Banks","2015-09-16"
"Bank of Maharashtra",381865,68491,450356,6362.59,450356,"(B) Regional Rural Bank","2015-09-16"
"Bank of Maharashtra",1331580,577565,1909145,24643.17,1723509,"(A) Public Sector Banks","2015-09-23"
"Bank of Maharashtra",381865,68491,450356,6363,450356,"(B) Regional Rural Bank","2015-09-23"
"Bank of Maharashtra",1331580,577565,1909145,25081.52,1723509,"(A) Public Sector Banks","2015-10-07"
"Bank of Maharashtra",381865,68491,450356,6363,450356,"(B) Regional Rural Bank","2015-10-07"
"Bank of Maharashtra",1331580,577565,1909145,25292.15,1723509,"(A) Public Sector Banks","2015-10-14"
"Bank of Maharashtra",381865,68491,450356,6364.16,450356,"(B) Regional Rural Bank","2015-10-14"
"Bank of Maharashtra",1331580,577565,1909145,25432.15,1723509,"(A) Public Sector Banks","2015-10-21"
"Bank of Maharashtra",381865,68491,450356,6364.16,450356,"(B) Regional Rural Bank","2015-10-21"
"Bank of Maharashtra",1331580,577565,1909145,25581.2,1723509,"(A) Public Sector Banks","2015-10-28"
"Bank of Maharashtra",381865,68491,450356,6364.16,450356,"(B) Regional Rural Bank","2015-10-28"
"Bank of Maharashtra",1331580,577565,1909145,25685.35,1723509,"(A) Public Sector Banks","2015-11-04"
"Bank of Maharashtra",381865,68491,450356,6364.48,450356,"(B) Regional Rural Bank","2015-11-04"
"Bank of Maharashtra",1331580,577565,1909145,25810.17,1723509,"(A) Public Sector Banks","2015-11-11"
"Bank of Maharashtra",381865,68491,450356,6365.32,450356,"(B) Regional Rural Bank","2015-11-11"
"Bank of Maharashtra",1331580,577565,1909145,25912.35,1723509,"(A) Public Sector Banks","2015-11-18"
"Bank of Maharashtra",381865,68491,450356,6365.32,450356,"(B) Regional Rural Bank","2015-11-18"
"Bank of Maharashtra",1331580,577565,1909145,26185.14,1723509,"(A) Public Sector Banks","2015-11-25"
"Bank of Maharashtra",381865,68491,450356,6365.89,450356,"(B) Regional Rural Bank","2015-11-25"
"Bank of Maharashtra",1331580,577565,1909145,26267.25,1723509,"(A) Public Sector Banks","2015-12-02"
"Bank of Maharashtra",381865,68491,450356,6365.89,450356,"(B) Regional Rural Bank","2015-12-02"
"Bank of Maharashtra",1331580,577565,1909145,26385.12,1723509,"(A) Public Sector Banks","2015-12-09"
"Bank of Maharashtra",381865,68491,450356,6365.89,450356,"(B) Regional Rural Bank","2015-12-09"
"Bank of Maharashtra",1398936,610565,2009501,27564.21,1723509,"(A) Public Sector Banks","2015-12-16"
"Bank of Maharashtra",381865,68491,450356,6367.03,450356,"(B) Regional Rural Bank","2015-12-16"
"Bank of Maharashtra",1503041,656877,2159918,28051.17,1723509,"(A) Public Sector Banks","2015-12-23"
"Bank of Maharashtra",381865,68491,450356,6367.03,450356,"(B) Regional Rural Bank","2015-12-23"
"Bank of Maharashtra",1674702,715631,2390333,28978.67,1723509,"(A) Public Sector Banks","2015-12-30"
"Bank of Maharashtra",381865,68491,450356,6367.32,450356,"(B) Regional Rural Bank","2015-12-30"
"Bank of Maharashtra",1869784,747481,2617265,29208.67,1723509,"(A) Public Sector Banks","2016-01-06"
"Bank of Maharashtra",381865,68491,450356,6367.32,450356,"(B) Regional Rural Bank","2016-01-06"
"Bank of Maharashtra",2178236,684221,2862457,29548.24,1723509,"(A) Public Sector Banks","2016-01-13"
"Bank of Maharashtra",381865,68491,450356,6368.27,450356,"(B) Regional Rural Bank","2016-01-13"
"Bank of Maharashtra",2344920,775368,3120288,45392.41,1721983,"(A) Public Sector Banks","2016-01-20"
"Bank of Maharashtra",381865,68491,450356,6368.27,450356,"(B) Regional Rural Bank","2016-01-20"
"Bank of Maharashtra",2349803,776646,3126449,45518.64,1721983,"(A) Public Sector Banks","2016-01-27"
"Bank of Maharashtra",381865,68491,450356,6368.27,450356,"(B) Regional Rural Bank","2016-01-27"
"Bank of Maharashtra",2367906,779240,3147146,46858.54,1723509,"(A) Public Sector Banks","2016-02-10"
"Bank of Maharashtra",381865,68491,450356,6372.42,450356,"(B) Regional Rural Bank","2016-02-10"
"Bank of Maharashtra",2373538,780194,3153732,47690.61,1723509,"(A) Public Sector Banks","2016-02-17"
"Bank of Maharashtra",381865,68491,450356,6372.42,450356,"(B) Regional Rural Bank","2016-02-17"
"Bank of Maharashtra",2377181,797888,3175069,48890.14,1723509,"(A) Public Sector Banks","2016-02-24"
"Bank of Maharashtra",381865,68491,450356,6372.42,450356,"(B) Regional Rural Bank","2016-02-24"
"Bank of Maharashtra",2384741,799970,3184711,49246.04,1723509,"(A) Public Sector Banks","2016-03-02"
"Bank of Maharashtra",381865,68491,450356,6375.91,450356,"(B) Regional Rural Bank","2016-03-02"
"Bank of Maharashtra",2392009,801653,3193662,50143.22,1723509,"(A) Public Sector Banks","2016-03-09"
"Bank of Maharashtra",381865,68491,450356,6376.63,450356,"(B) Regional Rural Bank","2016-03-09"
"Bank of Maharashtra",2400346,803741,3204087,51154.76,1723509,"(A) Public Sector Banks","2016-03-16"
"Bank of Maharashtra",381865,68491,450356,6376.64,450356,"(B) Regional Rural Bank","2016-03-16"
"Bank of Maharashtra",2404489,804609,3209098,51484.89,1723509,"(A) Public Sector Banks","2016-03-23"
"Bank of Maharashtra",381865,68491,450356,6376.64,450356,"(B) Regional Rural Bank","2016-03-23"
"Bank of Maharashtra",2410200,806072,3216272,51633.11,1723509,"(A) Public Sector Banks","2016-03-30"
"Bank of Maharashtra",381865,68491,450356,6376.64,450356,"(B) Regional Rural Bank","2016-03-30"
"Bank of Maharashtra",2414928,807170,3222098,52827.18,1723509,"(A) Public Sector Banks","2016-04-06"
"Bank of Maharashtra",381865,68491,450356,6376.67,450356,"(B) Regional Rural Bank","2016-04-06"
"Bank of Maharashtra",2419037,808227,3227264,53211.36,1723509,"(A) Public Sector Banks","2016-04-13"
"Bank of Maharashtra",381865,68491,450356,6376.69,450356,"(B) Regional Rural Bank","2016-04-13"
"Bank of Maharashtra",2422883,809127,3232010,53449.1,1723509,"(A) Public Sector Banks","2016-04-20"
"Bank of Maharashtra",381865,68491,450356,6376.73,450356,"(B) Regional Rural Bank","2016-04-20"
"Bank of Maharashtra",2424761,809643,3234404,53266.59,1723509,"(A) Public Sector Banks","2016-04-27"
"Bank of Maharashtra",381865,68491,450356,6376.73,450356,"(B) Regional Rural Bank","2016-04-27"
"Bank of Maharashtra",2431084,811574,3242658,54738.46,1723509,"(A) Public Sector Banks","2016-05-04"
"Bank of Maharashtra",381865,68491,450356,6390.94,450356,"(B) Regional Rural Bank","2016-05-04"
"Bank of Maharashtra",2436670,812956,3249626,55139.96,1723509,"(A) Public Sector Banks","2016-05-11"
"Bank of Maharashtra",381865,68491,450356,6392.65,450356,"(B) Regional Rural Bank","2016-05-11"
"Bank of Maharashtra",2442347,813821,3256168,55481.73,1723509,"(A) Public Sector Banks","2016-05-18"
"Bank of Maharashtra",381865,68491,450356,6394.29,450356,"(B) Regional Rural Bank","2016-05-18"
"Bank of Maharashtra",2448485,814863,3263348,55714.88,1723509,"(A) Public Sector Banks","2016-05-25"
"Bank of Maharashtra",381865,68491,450356,6395.34,450356,"(B) Regional Rural Bank","2016-05-25"
"Bank of Maharashtra",2452752,815311,3268063,55590.79,1723509,"(A) Public Sector Banks","2016-06-01"
"Bank of Maharashtra",381865,68491,450356,6396.14,450356,"(B) Regional Rural Bank","2016-06-01"
"Bank of Maharashtra",1204469,560162,1764631,22374.15,1715838,"(A) Public Sector Banks","2015-01-21"
"Bank of Maharashtra",321483,54357,375840,134.82,370990,"(B) Regional Rural Bank","2015-01-21"
"Bank of Maharashtra",1218467,567957,1786424,21003.16,1723509,"(A) Public Sector Banks","2015-05-27"
"Bank of Maharashtra",381865,68491,450356,6354.27,450356,"(B) Regional Rural Bank","2015-05-27"
"Bank of Maharashtra",1331580,577565,1909145,24831.67,1723509,"(A) Public Sector Banks","2015-09-30"
"Bank of Maharashtra",381865,68491,450356,6363,450356,"(B) Regional Rural Bank","2015-09-30"
