Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Bikaner & Jaipur",1687909,1673560,3361469,85394.94,2969556,"(A) Public Sector Banks","2016-01-06"
"State Bank of Bikaner & Jaipur",1683186,38613,1721799,21671.87,869804,"(B) Regional Rural Bank","2016-01-06"
"State Bank of Bikaner & Jaipur",1687951,1674722,3362673,86348.53,2970594,"(A) Public Sector Banks","2016-01-13"
"State Bank of Bikaner & Jaipur",1698724,39000,1737724,21900.18,870047,"(B) Regional Rural Bank","2016-01-13"
"State Bank of Bikaner & Jaipur",1712154,1691485,3403639,86068.55,3008625,"(A) Public Sector Banks","2016-01-20"
"State Bank of Bikaner & Jaipur",1716005,39334,1755339,22270.92,870325,"(B) Regional Rural Bank","2016-01-20"
"State Bank of Bikaner & Jaipur",1721170,1696801,3417971,85852.47,3021482,"(A) Public Sector Banks","2016-01-27"
"State Bank of Bikaner & Jaipur",1727391,39588,1766979,22521.89,870537,"(B) Regional Rural Bank","2016-01-27"
"State Bank of Bikaner & Jaipur",1740007,1710740,3450747,88098.76,3058240,"(A) Public Sector Banks","2016-02-10"
"State Bank of Bikaner & Jaipur",1756074,40197,1796271,23253.42,871195,"(B) Regional Rural Bank","2016-02-10"
"State Bank of Bikaner & Jaipur",1750644,1718495,3469139,88525.34,3074785,"(A) Public Sector Banks","2016-02-17"
"State Bank of Bikaner & Jaipur",1768488,40505,1808993,23527.43,871450,"(B) Regional Rural Bank","2016-02-17"
"State Bank of Bikaner & Jaipur",1758412,1724237,3482649,89255.73,3086636,"(A) Public Sector Banks","2016-02-24"
"State Bank of Bikaner & Jaipur",1782819,40757,1823576,23879.63,871657,"(B) Regional Rural Bank","2016-02-24"
"State Bank of Bikaner & Jaipur",1765537,1730150,3495687,89127.32,3101390,"(A) Public Sector Banks","2016-03-02"
"State Bank of Bikaner & Jaipur",1794886,40973,1835859,24162.67,871777,"(B) Regional Rural Bank","2016-03-02"
"State Bank of Bikaner & Jaipur",1771789,1735132,3506921,89847.81,3113096,"(A) Public Sector Banks","2016-03-09"
"State Bank of Bikaner & Jaipur",1806598,41226,1847824,24463.32,871983,"(B) Regional Rural Bank","2016-03-09"
"State Bank of Bikaner & Jaipur",1776364,1738775,3515139,89417.33,3120590,"(A) Public Sector Banks","2016-03-16"
"State Bank of Bikaner & Jaipur",1814706,41448,1856154,24672.41,872089,"(B) Regional Rural Bank","2016-03-16"
"State Bank of Bikaner & Jaipur",1779717,1741790,3521507,91568.71,3128138,"(A) Public Sector Banks","2016-03-23"
"State Bank of Bikaner & Jaipur",1822793,41668,1864461,24954.59,917687,"(B) Regional Rural Bank","2016-03-23"
"State Bank of Bikaner & Jaipur",1784145,1744816,3528961,91037.41,3133622,"(A) Public Sector Banks","2016-03-30"
"State Bank of Bikaner & Jaipur",1827163,41770,1868933,25420.5,1034848,"(B) Regional Rural Bank","2016-03-30"
"State Bank of Bikaner & Jaipur",1786784,1747134,3533918,90994.54,3139585,"(A) Public Sector Banks","2016-04-06"
"State Bank of Bikaner & Jaipur",1832404,41930,1874334,25801.1,1076785,"(B) Regional Rural Bank","2016-04-06"
"State Bank of Bikaner & Jaipur",1790080,1749593,3539673,91403.37,3144978,"(A) Public Sector Banks","2016-04-13"
"State Bank of Bikaner & Jaipur",1857606,42120,1899726,27087.16,1110932,"(B) Regional Rural Bank","2016-04-13"
"State Bank of Bikaner & Jaipur",1793361,1751805,3545166,90612.04,3148621,"(A) Public Sector Banks","2016-04-20"
