Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"United Bank of India",6777241,98649,6875890,128021.21,2727572,"(B) Regional Rural Bank","2016-11-09"
"United Bank of India",5668720,3644297,9313017,665266.02,4916149,"(A) Public Sector Banks","2016-11-16"
"United Bank of India",6781601,98975,6880576,184413.41,2727773,"(B) Regional Rural Bank","2016-11-16"
"United Bank of India",5681861,3663539,9345400,723858.85,4933257,"(A) Public Sector Banks","2016-11-23"
"United Bank of India",6827697,99611,6927308,199204.57,2728502,"(B) Regional Rural Bank","2016-11-23"
"United Bank of India",5716252,3696213,9412465,745543,6253308,"(A) Public Sector Banks","2016-11-30"
"United Bank of India",6904468,100362,7004830,202665.91,2729403,"(B) Regional Rural Bank","2016-11-30"
"United Bank of India",5777247,3736737,9513984,749325.99,8467448,"(A) Public Sector Banks","2016-12-07"
"United Bank of India",6967606,101155,7068761,202197.94,6146287,"(B) Regional Rural Bank","2016-12-07"
"United Bank of India",5830490,3773378,9603868,748024.31,8547444,"(A) Public Sector Banks","2016-12-14"
"United Bank of India",7003358,101999,7105357,202442.35,6178107,"(B) Regional Rural Bank","2016-12-14"
"United Bank of India",5896330,3819708,9716038,741070.29,8647287,"(A) Public Sector Banks","2016-12-21"
"United Bank of India",7040587,102233,7142820,201396.5,0,"(B) Regional Rural Bank","2016-12-21"
"United Bank of India",5939359,3854981,9794340,744128.1,8718556,"(A) Public Sector Banks","2016-12-28"
"United Bank of India",7085892,102791,7188683,199206.56,6249843,"(B) Regional Rural Bank","2016-12-28"
"United Bank of India",5937469,3810577,9748046,773100.32,8735788,"(A) Public Sector Banks","2017-01-04"
"United Bank of India",7103360,103316,7206676,195828.06,6264714,"(B) Regional Rural Bank","2017-01-04"
"United Bank of India",5990109,3849720,9839829,753596.88,8818040,"(A) Public Sector Banks","2017-01-11"
"United Bank of India",7213701,104351,7318052,193042.75,6264252,"(B) Regional Rural Bank","2017-01-11"
"United Bank of India",6018083,3867898,9885981,748866.13,8859402,"(A) Public Sector Banks","2017-01-18"
"United Bank of India",7259048,105155,7364203,190035.86,6303757,"(B) Regional Rural Bank","2017-01-18"
"United Bank of India",6070906,3907078,9977984,741420.14,8934884,"(A) Public Sector Banks","2017-01-25"
"United Bank of India",7265232,103070,7368302,189488.79,6307265,"(B) Regional Rural Bank","2017-01-25"
"United Bank of India",6105910,3929869,10035779,740308.54,8986637,"(A) Public Sector Banks","2017-02-01"
"United Bank of India",7326826,106267,7433093,187111.86,6359725,"(B) Regional Rural Bank","2017-02-01"
"United Bank of India",6143140,3957453,10100593,735208.38,9045084,"(A) Public Sector Banks","2017-02-08"
"United Bank of India",7302588,105814,7408402,185546.16,6360085,"(B) Regional Rural Bank","2017-02-08"
"United Bank of India",6226941,4028489,10255430,734467.14,9182712,"(A) Public Sector Banks","2017-02-22"
"United Bank of India",7418714,105929,7524643,181741.7,6475180,"(B) Regional Rural Bank","2017-02-22"
"United Bank of India",6257235,4046471,10303706,738856.55,9225938,"(A) Public Sector Banks","2017-03-01"
"United Bank of India",7435897,106086,7541983,179005.68,6489873,"(B) Regional Rural Bank","2017-03-01"
"United Bank of India",6285373,4075397,10360770,732989.31,9975997,"(A) Public Sector Banks","2017-03-08"
"United Bank of India",7423233,105656,7528889,176029.73,6493919,"(B) Regional Rural Bank","2017-03-08"
"United Bank of India",6313028,4094883,10407911,734484.91,10021416,"(A) Public Sector Banks","2017-03-15"
"United Bank of India",7497542,105537,7603079,174463.53,6539420,"(B) Regional Rural Bank","2017-03-15"
"United Bank of India",6350313,4120304,10470617,732817.47,10051784,"(A) Public Sector Banks","2017-03-22"
"United Bank of India",7526811,105584,7632395,173273.03,6561634,"(B) Regional Rural Bank","2017-03-22"
"United Bank of India",6380459,4139182,10519641,741403.84,10067558,"(A) Public Sector Banks","2017-03-29"
"United Bank of India",7551941,105414,7657355,173804.75,6565632,"(B) Regional Rural Bank","2017-03-29"
"United Bank of India",6392870,4138734,10531604,762161.85,10078750,"(A) Public Sector Banks","2017-04-05"
"United Bank of India",7570470,105375,7675845,174667.63,6578226,"(B) Regional Rural Bank","2017-04-05"
"United Bank of India",6417128,4154227,10571355,754806.96,10116816,"(A) Public Sector Banks","2017-04-12"
"United Bank of India",7567973,105400,7673373,187904.32,6574549,"(B) Regional Rural Bank","2017-04-12"
"United Bank of India",6436260,4168382,10604642,750093.38,10128658,"(A) Public Sector Banks","2017-04-19"
