Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Bank of Baroda",2950056,823247,3773303,58031.17,3393860,"(B) Regional Rural Bank","2016-02-10"
"Bank of Baroda",5271209,6796037,12067246,221784.49,11480455,"(A) Public Sector Banks","2016-02-17"
"Bank of Baroda",2970803,827150,3797953,58974.81,3397407,"(B) Regional Rural Bank","2016-02-17"
"Bank of Baroda",5318747,6850242,12168989,225464.31,11571577,"(A) Public Sector Banks","2016-02-24"
"Bank of Baroda",2996867,833719,3830586,61035.63,3400286,"(B) Regional Rural Bank","2016-02-24"
"Bank of Baroda",5355761,6894067,12249828,228892.92,11643314,"(A) Public Sector Banks","2016-03-02"
"Bank of Baroda",3017649,839002,3856651,61145.4,3402671,"(B) Regional Rural Bank","2016-03-02"
"Bank of Baroda",5395874,6940306,12336180,232308.23,11722316,"(A) Public Sector Banks","2016-03-09"
"Bank of Baroda",3043274,844528,3887802,62188.86,3403931,"(B) Regional Rural Bank","2016-03-09"
"Bank of Baroda",5430567,6982060,12412627,236145.19,11789321,"(A) Public Sector Banks","2016-03-16"
"Bank of Baroda",3065474,849255,3914729,63405.41,3404985,"(B) Regional Rural Bank","2016-03-16"
"Bank of Baroda",5460231,7017332,12477563,242171.23,11844937,"(A) Public Sector Banks","2016-03-23"
"Bank of Baroda",3087799,854978,3942777,67874.8,3406305,"(B) Regional Rural Bank","2016-03-23"
"Bank of Baroda",5479615,7040578,12520193,245142.64,11882757,"(A) Public Sector Banks","2016-03-30"
"Bank of Baroda",3098759,857575,3956334,69830.26,3406795,"(B) Regional Rural Bank","2016-03-30"
"Bank of Baroda",5500894,7065677,12566571,246210.51,11923788,"(A) Public Sector Banks","2016-04-06"
"Bank of Baroda",3114666,861179,3975845,69549.07,3407562,"(B) Regional Rural Bank","2016-04-06"
"Bank of Baroda",5520003,7089602,12609605,248771.84,11958676,"(A) Public Sector Banks","2016-04-13"
"Bank of Baroda",3128023,864488,3992511,69524.15,3408554,"(B) Regional Rural Bank","2016-04-13"
"Bank of Baroda",5525406,7096475,12621881,250241.01,11969939,"(A) Public Sector Banks","2016-04-20"
"Bank of Baroda",3134662,866168,4000830,68852.53,3409042,"(B) Regional Rural Bank","2016-04-20"
"Bank of Baroda",5562332,7143636,12705968,249933.2,12039986,"(A) Public Sector Banks","2016-04-27"
"Bank of Baroda",3148137,869469,4017606,68576.68,3412179,"(B) Regional Rural Bank","2016-04-27"
"Bank of Baroda",5591150,7178573,12769723,252735.57,12092527,"(A) Public Sector Banks","2016-05-04"
"Bank of Baroda",3167265,873586,4040851,69961.65,3426313,"(B) Regional Rural Bank","2016-05-04"
"Bank of Baroda",5629521,7224546,12854067,257261.06,12163984,"(A) Public Sector Banks","2016-05-11"
"Bank of Baroda",3167265,873586,4040851,69961.65,3426313,"(B) Regional Rural Bank","2016-05-11"
"Bank of Baroda",5667153,7265710,12932863,258946.18,12232221,"(A) Public Sector Banks","2016-05-18"
"Bank of Baroda",3210518,881380,4091898,71163.36,3455496,"(B) Regional Rural Bank","2016-05-18"
"Bank of Baroda",5698401,7296706,12995107,261376.82,12285322,"(A) Public Sector Banks","2016-05-25"
"Bank of Baroda",3230285,884745,4115030,72375.48,3467473,"(B) Regional Rural Bank","2016-05-25"
"Bank of Baroda",5734190,7337320,13071510,263587.31,12352115,"(A) Public Sector Banks","2016-06-01"
"Bank of Baroda",3248817,888692,4137509,73621.97,3479290,"(B) Regional Rural Bank","2016-06-01"
"Bank of Baroda",2621411,3712184,6333595,60225.42,6173617,"(A) Public Sector Banks","2015-01-21"
"Bank of Baroda",1414592,435995,1850587,11464.1,1684920,"(B) Regional Rural Bank","2015-01-21"
"Bank of Baroda",3717742,5025453,8743195,123855.99,8535963,"(A) Public Sector Banks","2015-05-27"
"Bank of Baroda",2024330,600563,2624893,25221.94,2491952,"(B) Regional Rural Bank","2015-05-27"
"Bank of Baroda",4596265,5975198,10571463,180403.42,10063371,"(A) Public Sector Banks","2015-09-30"
"Bank of Baroda",2639946,750384,3390330,43870.92,2911482,"(B) Regional Rural Bank","2015-09-30"
"Bank of Baroda",5179476,6696769,11876245,212772.09,11311076,"(A) Public Sector Banks","2016-02-03"
"Bank of Baroda",2918174,815684,3733858,56906.26,3382013,"(B) Regional Rural Bank","2016-02-03"
"Bank of Baroda",5770554,7379654,13150208,266650.86,12420873,"(A) Public Sector Banks","2016-06-08"
"Bank of Baroda",3267622,893029,4160651,74392.49,3491794,"(B) Regional Rural Bank","2016-06-08"
"Bank of Baroda",6872276,8775556,15647832,315315.07,14525315,"(A) Public Sector Banks","2016-10-12"
"Bank of Baroda",3592808,998634,4591442,83552.2,3736209,"(B) Regional Rural Bank","2016-10-12"
"Bank of Baroda",8059959,10989826,19049785,497599.77,17975174,"(A) Public Sector Banks","2017-02-15"
"Bank of Baroda",4117172,1189186,5306358,139944.42,4696609,"(B) Regional Rural Bank","2017-02-15"
"Bank of Baroda",7946283,12658271,20604554,483154.87,19247669,"(A) Public Sector Banks","2017-06-21"
"Bank of Baroda",4065906,1155531,5221437,129461.52,4518835,"(B) Regional Rural Bank","2017-06-21"
"Bank of Baroda",8439510,13497404,21936914,533743.34,20041164,"(A) Public Sector Banks","2017-10-25"
"Bank of Baroda",4529213,1259742,5788955,140713.98,4823964,"(B) Regional Rural Bank","2017-10-25"
"Bank of Baroda",8983967,14569403,23553370,610395,21816351,"(A) Public Sector Banks","2018-02-28"
"Bank of Baroda",4675659,1298523,5974182,159202.97,4868853,"(B) Regional Rural Bank","2018-02-28"
"Bank of Baroda",9630997,15891543,25522540,697920.2,23546652,"(A) Public Sector Banks","2018-07-11"
"Bank of Baroda",4939016,1374426,6313442,180522.88,5030717,"(B) Regional Rural Bank","2018-07-11"
"Bank of Baroda",5806640,7423065,13229705,269845.07,12489979,"(A) Public Sector Banks","2016-06-15"
"Bank of Baroda",3284686,896571,4181257,75583.38,3502575,"(B) Regional Rural Bank","2016-06-15"
"Bank of Baroda",5845594,7470860,13316454,270972.16,12558426,"(A) Public Sector Banks","2016-06-22"
"Bank of Baroda",3301263,900168,4201431,75795.31,3509790,"(B) Regional Rural Bank","2016-06-22"
"Bank of Baroda",5897095,7538204,13435299,271490.49,12660677,"(A) Public Sector Banks","2016-06-29"
"Bank of Baroda",3319354,904184,4223538,75670.04,3521039,"(B) Regional Rural Bank","2016-06-29"
"Bank of Baroda",5934388,7586555,13520943,278088.43,12730911,"(A) Public Sector Banks","2016-07-06"
"Bank of Baroda",3338395,908551,4246946,80337.72,3531055,"(B) Regional Rural Bank","2016-07-06"
"Bank of Baroda",5985583,7646368,13631951,283040.91,12824836,"(A) Public Sector Banks","2016-07-13"
"Bank of Baroda",3355508,912423,4267931,81451.46,3539998,"(B) Regional Rural Bank","2016-07-13"
"Bank of Baroda",6039376,7710165,13749541,285629.54,12917601,"(A) Public Sector Banks","2016-07-20"
"Bank of Baroda",3378683,918024,4296707,81648.29,3552401,"(B) Regional Rural Bank","2016-07-20"
"Bank of Baroda",6120477,7806540,13927017,286874.21,13064611,"(A) Public Sector Banks","2016-07-27"
"Bank of Baroda",3415562,926523,4342085,81766.48,3571471,"(B) Regional Rural Bank","2016-07-27"
"Bank of Baroda",6198827,7898123,14096950,288405.41,13210245,"(A) Public Sector Banks","2016-08-03"
"Bank of Baroda",3461701,936083,4397784,81562.46,3594742,"(B) Regional Rural Bank","2016-08-03"
"Bank of Baroda",6273180,7988269,14261449,292032.56,13351338,"(A) Public Sector Banks","2016-08-10"
"Bank of Baroda",3504201,945243,4449444,82361.29,3619123,"(B) Regional Rural Bank","2016-08-10"
"Bank of Baroda",6361424,8096977,14458401,292249.01,13486582,"(A) Public Sector Banks","2016-08-17"
"Bank of Baroda",3517320,947991,4465311,81692.63,3627031,"(B) Regional Rural Bank","2016-08-17"
"Bank of Baroda",6430485,8186692,14617177,293832.77,13625678,"(A) Public Sector Banks","2016-08-24"
"Bank of Baroda",3562928,956298,4519226,81950.23,3660578,"(B) Regional Rural Bank","2016-08-24"
"Bank of Baroda",6499764,8273974,14773738,294238.01,13763551,"(A) Public Sector Banks","2016-08-31"
"Bank of Baroda",3601161,963366,4564527,82070.88,3687565,"(B) Regional Rural Bank","2016-08-31"
"Bank of Baroda",6566196,8363722,14929918,298322.57,13899548,"(A) Public Sector Banks","2016-09-07"
"Bank of Baroda",3628997,969082,4598079,83664.33,3705949,"(B) Regional Rural Bank","2016-09-07"
"Bank of Baroda",6638804,8464535,15103339,304126.28,14052740,"(A) Public Sector Banks","2016-09-14"
"Bank of Baroda",3653400,975197,4628597,85946.91,3725165,"(B) Regional Rural Bank","2016-09-14"
"Bank of Baroda",6697475,8550601,15248076,306321.63,14174350,"(A) Public Sector Banks","2016-09-21"
"Bank of Baroda",3675952,979961,4655913,85867.91,3741568,"(B) Regional Rural Bank","2016-09-21"
"Bank of Baroda",6766884,8642671,15409555,307466.9,14314918,"(A) Public Sector Banks","2016-09-28"
"Bank of Baroda",3701156,984780,4685936,86099.48,3760046,"(B) Regional Rural Bank","2016-09-28"
"Bank of Baroda",6840828,8735378,15576206,310567.34,14462342,"(A) Public Sector Banks","2016-10-05"
"Bank of Baroda",3723526,988992,4712518,87321.39,3777374,"(B) Regional Rural Bank","2016-10-05"
"Bank of Baroda",6925100,8848717,15773817,319327.98,14635263,"(A) Public Sector Banks","2016-10-19"
"Bank of Baroda",3742508,993249,4735757,89089.1,3790145,"(B) Regional Rural Bank","2016-10-19"
"Bank of Baroda",6975505,8921977,15897482,320832.31,14744046,"(A) Public Sector Banks","2016-10-26"
"Bank of Baroda",3753863,995627,4749490,89144.36,3798527,"(B) Regional Rural Bank","2016-10-26"
"Bank of Baroda",6997374,8954760,15952134,323888.96,14792267,"(A) Public Sector Banks","2016-11-02"
"Bank of Baroda",3861882,1000869,4862751,94221.8,3889138,"(B) Regional Rural Bank","2016-11-02"
"Bank of Baroda",7018762,8984831,16003593,326880.93,14835544,"(A) Public Sector Banks","2016-11-09"
"Bank of Baroda",3770608,999078,4769686,90317.34,3811001,"(B) Regional Rural Bank","2016-11-09"
"Bank of Baroda",7046274,9039530,16085804,513788.56,14909637,"(A) Public Sector Banks","2016-11-16"
"Bank of Baroda",3879358,1004570,4883928,152875.96,3902662,"(B) Regional Rural Bank","2016-11-16"
"Bank of Baroda",7086369,9140120,16226489,567955.86,15050043,"(A) Public Sector Banks","2016-11-23"
"Bank of Baroda",3791944,1005413,4797357,158510.31,3828553,"(B) Regional Rural Bank","2016-11-23"
"Bank of Baroda",7149269,9288261,16437530,573514.26,15241167,"(A) Public Sector Banks","2016-11-30"
"Bank of Baroda",3818909,1012955,4831864,159304.19,3848767,"(B) Regional Rural Bank","2016-11-30"
"Bank of Baroda",7243421,9489856,16733277,568636.48,15505653,"(A) Public Sector Banks","2016-12-07"
"Bank of Baroda",3855936,1025797,4881733,158774.86,3879949,"(B) Regional Rural Bank","2016-12-07"
"Bank of Baroda",7335584,9693921,17029505,566224.64,15773936,"(A) Public Sector Banks","2016-12-14"
"Bank of Baroda",3894898,1037134,4932032,159493.16,3912660,"(B) Regional Rural Bank","2016-12-14"
"Bank of Baroda",7479014,9987126,17466140,558844.03,16174293,"(A) Public Sector Banks","2016-12-21"
"Bank of Baroda",3943183,1049839,4993022,158292.44,3955172,"(B) Regional Rural Bank","2016-12-21"
"Bank of Baroda",7624996,10277163,17902159,553919.33,16922665,"(A) Public Sector Banks","2016-12-28"
"Bank of Baroda",3989002,1061699,5050701,157565.46,3995604,"(B) Regional Rural Bank","2016-12-28"
"Bank of Baroda",7783545,10567128,18350673,537818.37,17338032,"(A) Public Sector Banks","2017-01-04"
"Bank of Baroda",4032338,1071835,5104173,156109.05,4575378,"(B) Regional Rural Bank","2017-01-04"
"Bank of Baroda",7917827,10795049,18712876,532312.55,17672377,"(A) Public Sector Banks","2017-01-11"
"Bank of Baroda",4071797,1081659,5153456,153278.58,4608151,"(B) Regional Rural Bank","2017-01-11"
"Bank of Baroda",7977911,10890955,18868866,525805.28,17814480,"(A) Public Sector Banks","2017-01-18"
"Bank of Baroda",4097826,1088026,5185852,149923.55,4627667,"(B) Regional Rural Bank","2017-01-18"
"Bank of Baroda",8054012,11010776,19064788,518751.72,17991971,"(A) Public Sector Banks","2017-01-25"
"Bank of Baroda",4128616,1095737,5224353,146991.28,4650202,"(B) Regional Rural Bank","2017-01-25"
"Bank of Baroda",8118204,11110869,19229073,511315.77,18141961,"(A) Public Sector Banks","2017-02-01"
"Bank of Baroda",4150689,1101932,5252621,144711.97,4666230,"(B) Regional Rural Bank","2017-02-01"
"Bank of Baroda",8202133,11251032,19453165,498726.59,18344857,"(A) Public Sector Banks","2017-02-08"
"Bank of Baroda",4097026,1184452,5281478,141997.3,4682890,"(B) Regional Rural Bank","2017-02-08"
"Bank of Baroda",7481059,11730666,19211725,490880.71,18111613,"(A) Public Sector Banks","2017-02-22"
"Bank of Baroda",4124450,1191222,5315672,136428.71,4696563,"(B) Regional Rural Bank","2017-02-22"
"Bank of Baroda",7510143,11786080,19296223,482511.69,18183733,"(A) Public Sector Banks","2017-03-01"
"Bank of Baroda",4104575,1181080,5285655,133110.32,4662639,"(B) Regional Rural Bank","2017-03-01"
"Bank of Baroda",7528949,11839975,19368924,476642.08,18242429,"(A) Public Sector Banks","2017-03-08"
"Bank of Baroda",4084094,1175141,5259235,131568.06,4633243,"(B) Regional Rural Bank","2017-03-08"
"Bank of Baroda",7540691,11872321,19413012,477495.39,18278127,"(A) Public Sector Banks","2017-03-15"
"Bank of Baroda",4060140,1166718,5226858,133174.33,4599390,"(B) Regional Rural Bank","2017-03-15"
