Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Indian Bank",1727064,951112,2678176,19861.14,2646640,"(A) Public Sector Banks","2015-06-10"
"Indian Bank",322952,69349,392301,2198.47,280087,"(B) Regional Rural Bank","2015-06-10"
"Indian Bank",1735190,952101,2687291,19969.05,2655699,"(A) Public Sector Banks","2015-06-17"
"Indian Bank",323238,69356,392594,2205.99,280087,"(B) Regional Rural Bank","2015-06-17"
"Indian Bank",1746095,953443,2699538,20130.74,2667935,"(A) Public Sector Banks","2015-06-24"
"Indian Bank",323722,69375,393097,2231.37,280087,"(B) Regional Rural Bank","2015-06-24"
"Indian Bank",1757560,955247,2712807,20408.58,2681154,"(A) Public Sector Banks","2015-07-01"
"Indian Bank",324057,69390,393447,2268.64,280087,"(B) Regional Rural Bank","2015-07-01"
"Indian Bank",1772279,957262,2729541,21043.39,2697804,"(A) Public Sector Banks","2015-07-08"
"Indian Bank",324551,69397,393948,2304.54,280087,"(B) Regional Rural Bank","2015-07-08"
"Indian Bank",1786676,959316,2745992,21276.88,2714220,"(A) Public Sector Banks","2015-07-15"
"Indian Bank",325030,69493,394523,2310.78,280087,"(B) Regional Rural Bank","2015-07-15"
"Indian Bank",1798083,961129,2759212,21341.82,2727363,"(A) Public Sector Banks","2015-07-22"
"Indian Bank",325584,69521,395105,2411.1,280087,"(B) Regional Rural Bank","2015-07-22"
"Indian Bank",1813574,963182,2776756,21271.15,2744757,"(A) Public Sector Banks","2015-07-29"
"Indian Bank",325617,69512,395129,2424.58,271842,"(B) Regional Rural Bank","2015-07-29"
"Indian Bank",1820092,963482,2783574,21957.24,2751560,"(A) Public Sector Banks","2015-08-05"
"Indian Bank",328421,69751,398172,2498.67,271842,"(B) Regional Rural Bank","2015-08-05"
"Indian Bank",1829012,964813,2793825,22393.11,2761743,"(A) Public Sector Banks","2015-08-12"
"Indian Bank",328744,69830,398574,2501.31,271842,"(B) Regional Rural Bank","2015-08-12"
"Indian Bank",1836644,966086,2802730,22402.79,2770606,"(A) Public Sector Banks","2015-08-19"
"Indian Bank",329366,69819,399185,2510.8,271842,"(B) Regional Rural Bank","2015-08-19"
"Indian Bank",1843620,967399,2811019,22611.88,2778789,"(A) Public Sector Banks","2015-08-26"
"Indian Bank",329842,69816,399658,2537.83,271842,"(B) Regional Rural Bank","2015-08-26"
"Indian Bank",1848834,968556,2817390,22720.28,2785133,"(A) Public Sector Banks","2015-09-02"
"Indian Bank",330273,69868,400141,2538.89,271842,"(B) Regional Rural Bank","2015-09-02"
"Indian Bank",1854707,969922,2824629,23298.69,2792247,"(A) Public Sector Banks","2015-09-09"
"Indian Bank",332174,70093,402267,2631.02,271842,"(B) Regional Rural Bank","2015-09-09"
"Indian Bank",1860593,971550,2832143,23324.22,2799266,"(A) Public Sector Banks","2015-09-16"
"Indian Bank",332666,70197,402863,2617.82,271842,"(B) Regional Rural Bank","2015-09-16"
"Indian Bank",1867030,972975,2840005,23503.48,2807065,"(A) Public Sector Banks","2015-09-23"
"Indian Bank",332792,70184,402976,2646.42,271842,"(B) Regional Rural Bank","2015-09-23"
"Indian Bank",1875831,975211,2851042,24304.35,2817696,"(A) Public Sector Banks","2015-10-07"
"Indian Bank",333034,70175,403209,2728.3,271842,"(B) Regional Rural Bank","2015-10-07"
"Indian Bank",1881921,976197,2858118,24545.96,2824752,"(A) Public Sector Banks","2015-10-14"
"Indian Bank",333217,70200,403417,2718.57,271842,"(B) Regional Rural Bank","2015-10-14"
"Indian Bank",1887838,977029,2864867,24392.48,2831486,"(A) Public Sector Banks","2015-10-21"
"Indian Bank",334238,70320,404558,2723.18,271842,"(B) Regional Rural Bank","2015-10-21"
"Indian Bank",1892285,977691,2869976,24252.43,2836600,"(A) Public Sector Banks","2015-10-28"
"Indian Bank",334509,70335,404844,2717.88,271842,"(B) Regional Rural Bank","2015-10-28"
"Indian Bank",1899750,978778,2878528,24787.85,2845087,"(A) Public Sector Banks","2015-11-04"
"Indian Bank",334709,70329,405038,2739.97,271842,"(B) Regional Rural Bank","2015-11-04"
"Indian Bank",1904169,979274,2883443,25226.62,2849970,"(A) Public Sector Banks","2015-11-11"
"Indian Bank",334715,70328,405043,2739.39,271842,"(B) Regional Rural Bank","2015-11-11"
"Indian Bank",1908135,979529,2887664,25090.51,2854223,"(A) Public Sector Banks","2015-11-18"
"Indian Bank",334984,70383,405367,2774.05,271853,"(B) Regional Rural Bank","2015-11-18"
"Indian Bank",1910729,979988,2890717,24978.27,2857242,"(A) Public Sector Banks","2015-11-25"
"Indian Bank",335060,70495,405555,341.82,271861,"(B) Regional Rural Bank","2015-11-25"
"Indian Bank",1916849,981091,2897940,25333.46,2864461,"(A) Public Sector Banks","2015-12-02"
"Indian Bank",335356,70506,405862,557.91,271887,"(B) Regional Rural Bank","2015-12-02"
"Indian Bank",1919838,981445,2901283,25812.81,2867732,"(A) Public Sector Banks","2015-12-09"
"Indian Bank",335682,70570,406252,2838.09,271853,"(B) Regional Rural Bank","2015-12-09"
"Indian Bank",1926060,983219,2909279,26145.19,2875747,"(A) Public Sector Banks","2015-12-16"
"Indian Bank",336112,70632,406744,2814.68,271853,"(B) Regional Rural Bank","2015-12-16"
"Indian Bank",1934868,985133,2920001,26323.62,2886468,"(A) Public Sector Banks","2015-12-23"
"Indian Bank",336269,70819,407088,2841.94,271853,"(B) Regional Rural Bank","2015-12-23"
"Indian Bank",1940794,986792,2927586,26218.52,2894019,"(A) Public Sector Banks","2015-12-30"
"Indian Bank",336403,70938,407341,3070.76,271853,"(B) Regional Rural Bank","2015-12-30"
"Indian Bank",1946855,988317,2935172,27653.93,2901521,"(A) Public Sector Banks","2016-01-06"
"Indian Bank",336794,70961,407755,3306.94,274218,"(B) Regional Rural Bank","2016-01-06"
"Indian Bank",1951065,989421,2940486,27891.15,2906810,"(A) Public Sector Banks","2016-01-13"
"Indian Bank",337230,71003,408233,3225.93,274218,"(B) Regional Rural Bank","2016-01-13"
"Indian Bank",1954861,990425,2945286,27645.54,2911542,"(A) Public Sector Banks","2016-01-20"
"Indian Bank",337356,71023,408379,3211.33,274218,"(B) Regional Rural Bank","2016-01-20"
"Indian Bank",1959392,991259,2950651,27447.42,2916910,"(A) Public Sector Banks","2016-01-27"
"Indian Bank",337489,71060,408549,3187.69,274218,"(B) Regional Rural Bank","2016-01-27"
"Indian Bank",1972588,993752,2966340,29368.58,2932572,"(A) Public Sector Banks","2016-02-10"
"Indian Bank",337642,71310,408952,3214.79,282812,"(B) Regional Rural Bank","2016-02-10"
"Indian Bank",1974922,994408,2969330,29337.57,2935522,"(A) Public Sector Banks","2016-02-17"
"Indian Bank",337931,71811,409742,3231.82,282812,"(B) Regional Rural Bank","2016-02-17"
"Indian Bank",1979885,995504,2975389,29610.21,2941595,"(A) Public Sector Banks","2016-02-24"
"Indian Bank",337943,71811,409754,3243.05,345650,"(B) Regional Rural Bank","2016-02-24"
"Indian Bank",1983324,995923,2979247,30091.96,2945462,"(A) Public Sector Banks","2016-03-02"
"Indian Bank",338788,72704,411492,3289.97,345650,"(B) Regional Rural Bank","2016-03-02"
"Indian Bank",1987070,996351,2983421,30733.58,2949586,"(A) Public Sector Banks","2016-03-09"
"Indian Bank",339195,74625,413820,3304.24,345650,"(B) Regional Rural Bank","2016-03-09"
"Indian Bank",1990373,996901,2987274,30891.03,2953556,"(A) Public Sector Banks","2016-03-16"
"Indian Bank",339231,74656,413887,3403.7,345650,"(B) Regional Rural Bank","2016-03-16"
"Indian Bank",1992548,997788,2990336,31309.84,2956630,"(A) Public Sector Banks","2016-03-23"
"Indian Bank",339683,74769,414452,3378.54,345650,"(B) Regional Rural Bank","2016-03-23"
"Indian Bank",1994782,998343,2993125,31635.67,2959404,"(A) Public Sector Banks","2016-03-30"
"Indian Bank",339792,74783,414575,3429.59,345650,"(B) Regional Rural Bank","2016-03-30"
"Indian Bank",1997959,998947,2996906,32033.3,2963094,"(A) Public Sector Banks","2016-04-06"
"Indian Bank",339980,74786,414766,3513.37,345650,"(B) Regional Rural Bank","2016-04-06"
"Indian Bank",2000483,999627,3000110,31891.82,2966199,"(A) Public Sector Banks","2016-04-13"
"Indian Bank",340137,74786,414923,3534.77,345650,"(B) Regional Rural Bank","2016-04-13"
"Indian Bank",2003070,999947,3003017,31820.3,2969113,"(A) Public Sector Banks","2016-04-20"
"Indian Bank",340326,74772,415098,3450.46,345650,"(B) Regional Rural Bank","2016-04-20"
"Indian Bank",2006402,1000072,3006474,31730.47,2972558,"(A) Public Sector Banks","2016-04-27"
"Indian Bank",340333,74772,415105,3349.24,345650,"(B) Regional Rural Bank","2016-04-27"
"Indian Bank",2008469,1000107,3008576,32606.96,2974942,"(A) Public Sector Banks","2016-05-04"
"Indian Bank",340964,80051,421015,3542.32,345650,"(B) Regional Rural Bank","2016-05-04"
"Indian Bank",2010759,1000906,3011665,33244.22,2978011,"(A) Public Sector Banks","2016-05-11"
"Indian Bank",341059,80061,421120,3717.24,345650,"(B) Regional Rural Bank","2016-05-11"
"Indian Bank",2011330,1001172,3012502,33100.04,2978866,"(A) Public Sector Banks","2016-05-18"
"Indian Bank",341074,80078,421152,3708.51,345650,"(B) Regional Rural Bank","2016-05-18"
"Indian Bank",1986015,999040,2985055,32444.07,2951675,"(A) Public Sector Banks","2016-05-25"
"Indian Bank",341421,81263,422684,3718.39,345650,"(B) Regional Rural Bank","2016-05-25"
"Indian Bank",1953161,994960,2948121,32306.39,2915365,"(A) Public Sector Banks","2016-06-01"
"Indian Bank",341597,80916,422513,3641.07,345650,"(B) Regional Rural Bank","2016-06-01"
"Indian Bank",1485959,873076,2359035,10914.18,2313385,"(A) Public Sector Banks","2015-01-21"
"Indian Bank",274568,38682,313250,1199.46,150348,"(B) Regional Rural Bank","2015-01-21"
"Indian Bank",1713091,948508,2661599,19137.57,2630217,"(A) Public Sector Banks","2015-05-27"
"Indian Bank",321986,69454,391440,2135.19,280087,"(B) Regional Rural Bank","2015-05-27"
"Indian Bank",1870997,973967,2844964,24008.97,2811694,"(A) Public Sector Banks","2015-09-30"
"Indian Bank",332826,70175,403001,2782.78,271842,"(B) Regional Rural Bank","2015-09-30"
"Indian Bank",1968243,992704,2960947,28625.05,2927168,"(A) Public Sector Banks","2016-02-03"
"Indian Bank",337553,71201,408754,3197.4,282812,"(B) Regional Rural Bank","2016-02-03"
"Indian Bank",1897946,983922,2881868,32263.51,2850374,"(A) Public Sector Banks","2016-06-08"
"Indian Bank",341750,80531,422281,3635.92,345650,"(B) Regional Rural Bank","2016-06-08"
"Indian Bank",2022901,1023109,3046010,32751.18,2253369,"(A) Public Sector Banks","2016-10-12"
"Indian Bank",358387,81337,439724,4005.22,347091,"(B) Regional Rural Bank","2016-10-12"
"Indian Bank",2163175,1083361,3246536,50047.45,3194179,"(A) Public Sector Banks","2017-02-15"
"Indian Bank",399428,101438,500866,7647.78,374076,"(B) Regional Rural Bank","2017-02-15"
"Indian Bank",2175784,1086510,3262294,44470.44,3226592,"(A) Public Sector Banks","2017-06-21"
"Indian Bank",403459,119855,523314,6376.21,456038,"(B) Regional Rural Bank","2017-06-21"
"Indian Bank",2190228,1089827,3280055,44338.35,3253258,"(A) Public Sector Banks","2017-10-25"
"Indian Bank",415836,124107,539943,6714.24,467108,"(B) Regional Rural Bank","2017-10-25"
"Indian Bank",2207417,1101838,3309255,47474.59,3286071,"(A) Public Sector Banks","2018-02-28"
"Indian Bank",428364,134891,563255,7214.96,493744,"(B) Regional Rural Bank","2018-02-28"
"Indian Bank",2249324,1116655,3365979,50375.86,3329526,"(A) Public Sector Banks","2018-07-11"
"Indian Bank",441043,144984,586027,7569.72,496331,"(B) Regional Rural Bank","2018-07-11"
"Indian Bank",1899625,984546,2884171,31855.72,2850374,"(A) Public Sector Banks","2016-06-15"
"Indian Bank",342059,80500,422559,3672.41,345650,"(B) Regional Rural Bank","2016-06-15"
"Indian Bank",1908523,986841,2895364,31377.86,2861483,"(A) Public Sector Banks","2016-06-22"
"Indian Bank",342623,80556,423179,3696.12,345650,"(B) Regional Rural Bank","2016-06-22"
"Indian Bank",1915929,987549,2903478,30903.25,2861483,"(A) Public Sector Banks","2016-06-29"
"Indian Bank",343406,81251,424657,3738.07,345650,"(B) Regional Rural Bank","2016-06-29"
"Indian Bank",1926552,991635,2918187,30913.42,2876192,"(A) Public Sector Banks","2016-07-06"
"Indian Bank",344277,81261,425538,15319.98,345650,"(B) Regional Rural Bank","2016-07-06"
