Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"UCO Bank",1016018,35451,1051469,18761.75,536839,"(B) Regional Rural Bank","2016-04-27"
"UCO Bank",3602153,3683380,7285533,170293.99,6916513,"(A) Public Sector Banks","2016-05-04"
"UCO Bank",1016018,35451,1051469,18761.75,536839,"(B) Regional Rural Bank","2016-05-04"
"UCO Bank",3622862,3698437,7321299,174711.67,6930196,"(A) Public Sector Banks","2016-05-11"
"UCO Bank",1017807,35504,1053311,18770.07,536839,"(B) Regional Rural Bank","2016-05-11"
"UCO Bank",3622862,3698437,7321299,174711.67,6930196,"(A) Public Sector Banks","2016-05-18"
"UCO Bank",1017807,35504,1053311,18770.07,536839,"(B) Regional Rural Bank","2016-05-18"
"UCO Bank",3631613,3685489,7317102,174431.78,6938242,"(A) Public Sector Banks","2016-05-25"
"UCO Bank",1027877,34794,1062671,18794.73,550139,"(B) Regional Rural Bank","2016-05-25"
"UCO Bank",3638263,3691516,7329779,176627.55,6938223,"(A) Public Sector Banks","2016-06-01"
"UCO Bank",1027877,34794,1062671,18794.73,550139,"(B) Regional Rural Bank","2016-06-01"
"UCO Bank",1767807,1860373,3628180,38332.39,3288050,"(A) Public Sector Banks","2015-01-21"
"UCO Bank",437957,8929,446886,4395.98,329435,"(B) Regional Rural Bank","2015-01-21"
"UCO Bank",2400452,2501047,4901499,75649.45,4808535,"(A) Public Sector Banks","2015-05-27"
"UCO Bank",606443,16199,622642,6932.78,470499,"(B) Regional Rural Bank","2015-05-27"
"UCO Bank",2975975,3091954,6067929,113959.48,5902663,"(A) Public Sector Banks","2015-09-30"
"UCO Bank",737025,24060,761085,12814.57,536839,"(B) Regional Rural Bank","2015-09-30"
"UCO Bank",3425597,3491614,6917211,149366.53,6718124,"(A) Public Sector Banks","2016-02-03"
"UCO Bank",892772,30648,923420,13847.11,536839,"(B) Regional Rural Bank","2016-02-03"
"UCO Bank",3645675,3697447,7343122,177395.74,6939353,"(A) Public Sector Banks","2016-06-08"
"UCO Bank",1057440,33907,1091347,19.39,557167,"(B) Regional Rural Bank","2016-06-08"
"UCO Bank",3826076,3742842,7568918,182591.82,6947725,"(A) Public Sector Banks","2016-10-12"
"UCO Bank",1126991,40305,1167296,21.57,558602,"(B) Regional Rural Bank","2016-10-12"
"UCO Bank",3008638,2609448,5618086,133261.74,3891287,"(A) Public Sector Banks","2017-02-15"
"UCO Bank",1350394,48271,1398665,29118.82,558643,"(B) Regional Rural Bank","2017-02-15"
"UCO Bank",3155769,2684921,5840690,129965.88,3943311,"(A) Public Sector Banks","2017-06-21"
"UCO Bank",1368639,52747,1421386,24506.92,559601,"(B) Regional Rural Bank","2017-06-21"
"UCO Bank",3196703,2699778,5896481,140296.93,3977920,"(A) Public Sector Banks","2017-10-25"
"UCO Bank",1369177,49120,1418297,26059.08,559346,"(B) Regional Rural Bank","2017-10-25"
"UCO Bank",3639219,2943217,6582436,158184.86,4028274,"(A) Public Sector Banks","2018-02-28"
"UCO Bank",1464048,53656,1517704,29664.92,559347,"(B) Regional Rural Bank","2018-02-28"
"UCO Bank",3831330,3034683,6866013,177742.11,3898093,"(A) Public Sector Banks","2018-07-11"
"UCO Bank",1564680,57608,1622288,34200.92,559347,"(B) Regional Rural Bank","2018-07-11"
