Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Mysore",275680,83125,358805,1416.97,315549,"(B) Regional Rural Bank","2015-08-19"
"State Bank of Mysore",644171,216259,860430,406.99,782319,"(A) Public Sector Banks","2015-08-26"
"State Bank of Mysore",275786,83188,358974,1417.08,315559,"(B) Regional Rural Bank","2015-08-26"
"State Bank of Mysore",645849,216477,862326,413.26,782936,"(A) Public Sector Banks","2015-09-02"
"State Bank of Mysore",275851,83221,359072,1417.22,315563,"(B) Regional Rural Bank","2015-09-02"
"State Bank of Mysore",647656,216610,864266,5432.21,783735,"(A) Public Sector Banks","2015-09-09"
"State Bank of Mysore",275907,83251,359158,1417.49,315567,"(B) Regional Rural Bank","2015-09-09"
"State Bank of Mysore",650000,216682,866682,5395.7,785440,"(A) Public Sector Banks","2015-09-16"
"State Bank of Mysore",275953,83276,359229,1417.63,315573,"(B) Regional Rural Bank","2015-09-16"
"State Bank of Mysore",651044,216911,867955,5432.21,783735,"(A) Public Sector Banks","2015-09-23"
"State Bank of Mysore",275993,83301,359294,1417.75,315576,"(B) Regional Rural Bank","2015-09-23"
"State Bank of Mysore",656140,217055,873195,5617.76,790690,"(A) Public Sector Banks","2015-10-07"
"State Bank of Mysore",276082,83350,359432,1417.97,315589,"(B) Regional Rural Bank","2015-10-07"
"State Bank of Mysore",656586,217083,873669,5639.1,790979,"(A) Public Sector Banks","2015-10-14"
"State Bank of Mysore",276127,83374,359501,1418.17,315597,"(B) Regional Rural Bank","2015-10-14"
"State Bank of Mysore",657672,217144,874816,5657.26,791400,"(A) Public Sector Banks","2015-10-21"
"State Bank of Mysore",276189,83405,359594,1419.5,315613,"(B) Regional Rural Bank","2015-10-21"
"State Bank of Mysore",660230,217151,877381,5675.16,791684,"(A) Public Sector Banks","2015-10-28"
"State Bank of Mysore",276209,83417,359626,1419.69,315619,"(B) Regional Rural Bank","2015-10-28"
"State Bank of Mysore",661279,217279,878558,5815.28,792310,"(A) Public Sector Banks","2015-11-04"
"State Bank of Mysore",276260,83446,359706,1420.14,315631,"(B) Regional Rural Bank","2015-11-04"
"State Bank of Mysore",665829,217279,883108,5815.28,792310,"(A) Public Sector Banks","2015-11-11"
"State Bank of Mysore",276322,83485,359807,1421.29,315646,"(B) Regional Rural Bank","2015-11-11"
"State Bank of Mysore",666831,217329,884160,5847.31,793349,"(A) Public Sector Banks","2015-11-18"
"State Bank of Mysore",276392,83520,359912,1422.42,315659,"(B) Regional Rural Bank","2015-11-18"
"State Bank of Mysore",667316,217349,884665,5887.09,793883,"(A) Public Sector Banks","2015-11-25"
"State Bank of Mysore",276511,83567,360078,1423.96,315683,"(B) Regional Rural Bank","2015-11-25"
"State Bank of Mysore",668250,217371,885621,5915.85,794529,"(A) Public Sector Banks","2015-12-02"
"State Bank of Mysore",276606,83602,360208,1424.68,315699,"(B) Regional Rural Bank","2015-12-02"
"State Bank of Mysore",668767,217421,886188,6071.99,795041,"(A) Public Sector Banks","2015-12-09"
"State Bank of Mysore",276706,83642,360348,1425.95,315731,"(B) Regional Rural Bank","2015-12-09"
"State Bank of Mysore",669239,217452,886691,6153.42,795345,"(A) Public Sector Banks","2015-12-16"
"State Bank of Mysore",276812,83682,360494,1426.36,315755,"(B) Regional Rural Bank","2015-12-16"
"State Bank of Mysore",669506,217495,887001,6173.23,795836,"(A) Public Sector Banks","2015-12-23"
"State Bank of Mysore",276884,83713,360597,1426.57,315773,"(B) Regional Rural Bank","2015-12-23"
"State Bank of Mysore",670233,217517,887750,6177.38,796347,"(A) Public Sector Banks","2015-12-30"
"State Bank of Mysore",276941,83740,360681,1426.72,315786,"(B) Regional Rural Bank","2015-12-30"
"State Bank of Mysore",670275,217535,887810,6387.67,796749,"(A) Public Sector Banks","2016-01-06"
"State Bank of Mysore",277025,83777,360802,1427.28,315807,"(B) Regional Rural Bank","2016-01-06"
"State Bank of Mysore",670142,217743,887885,6523.68,797532,"(A) Public Sector Banks","2016-01-13"
"State Bank of Mysore",277082,83803,360885,1427.77,315807,"(B) Regional Rural Bank","2016-01-13"
"State Bank of Mysore",670277,217625,887902,6607.35,797532,"(A) Public Sector Banks","2016-01-20"
"State Bank of Mysore",277125,83826,360951,1428.03,315807,"(B) Regional Rural Bank","2016-01-20"
"State Bank of Mysore",671086,217656,888742,6604.71,797532,"(A) Public Sector Banks","2016-01-27"
"State Bank of Mysore",277166,83847,361013,1428.31,315807,"(B) Regional Rural Bank","2016-01-27"
"State Bank of Mysore",688180,217803,905983,7022.99,797532,"(A) Public Sector Banks","2016-02-10"
"State Bank of Mysore",277305,83907,361212,1429.15,315807,"(B) Regional Rural Bank","2016-02-10"
"State Bank of Mysore",690659,217873,908532,7535.15,797532,"(A) Public Sector Banks","2016-02-17"
"State Bank of Mysore",277379,83940,361319,1429.24,315807,"(B) Regional Rural Bank","2016-02-17"
"State Bank of Mysore",691777,217947,909724,7614.87,797532,"(A) Public Sector Banks","2016-02-24"
"State Bank of Mysore",277471,83971,361442,1429.54,315807,"(B) Regional Rural Bank","2016-02-24"
"State Bank of Mysore",693943,218054,911997,7713.83,797532,"(A) Public Sector Banks","2016-03-02"
"State Bank of Mysore",277535,83996,361531,1429.77,315807,"(B) Regional Rural Bank","2016-03-02"
"State Bank of Mysore",697088,218088,915176,7816.09,797532,"(A) Public Sector Banks","2016-03-09"
"State Bank of Mysore",277574,84013,361587,1430.03,315811,"(B) Regional Rural Bank","2016-03-09"
"State Bank of Mysore",697088,218088,915176,9071.05,800430,"(A) Public Sector Banks","2016-03-16"
"State Bank of Mysore",277626,84033,361659,1430.4,315819,"(B) Regional Rural Bank","2016-03-16"
"State Bank of Mysore",713637,218237,931874,8102.53,807547,"(A) Public Sector Banks","2016-03-23"
"State Bank of Mysore",277700,84059,361759,1430.8,315828,"(B) Regional Rural Bank","2016-03-23"
"State Bank of Mysore",718014,218264,936278,8141.82,807547,"(A) Public Sector Banks","2016-03-30"
"State Bank of Mysore",277736,84077,361813,1431.03,315859,"(B) Regional Rural Bank","2016-03-30"
"State Bank of Mysore",719728,218272,938000,8222.41,807547,"(A) Public Sector Banks","2016-04-06"
"State Bank of Mysore",277768,84093,361861,1431.24,315898,"(B) Regional Rural Bank","2016-04-06"
"State Bank of Mysore",722511,218308,940819,8170.67,807547,"(A) Public Sector Banks","2016-04-13"
"State Bank of Mysore",277817,84116,361933,1431.73,315945,"(B) Regional Rural Bank","2016-04-13"
"State Bank of Mysore",726434,218331,944765,8113.25,807547,"(A) Public Sector Banks","2016-04-20"
"State Bank of Mysore",277863,84135,361998,1431.98,315986,"(B) Regional Rural Bank","2016-04-20"
"State Bank of Mysore",730066,218346,948412,8251.93,807547,"(A) Public Sector Banks","2016-04-27"
"State Bank of Mysore",277907,84155,362062,1432.41,316014,"(B) Regional Rural Bank","2016-04-27"
"State Bank of Mysore",737890,218391,956281,8301.11,807547,"(A) Public Sector Banks","2016-05-04"
"State Bank of Mysore",277977,84181,362158,1432.82,316064,"(B) Regional Rural Bank","2016-05-04"
"State Bank of Mysore",739351,218446,957797,8275.3,807547,"(A) Public Sector Banks","2016-05-11"
"State Bank of Mysore",278017,84197,362214,1433.1,316156,"(B) Regional Rural Bank","2016-05-11"
"State Bank of Mysore",739927,218491,958418,8320.2,807547,"(A) Public Sector Banks","2016-05-18"
"State Bank of Mysore",278067,84221,362288,1433.48,316248,"(B) Regional Rural Bank","2016-05-18"
"State Bank of Mysore",748474,218531,967005,8342.69,809515,"(A) Public Sector Banks","2016-05-25"
"State Bank of Mysore",278108,84238,362346,1433.89,316321,"(B) Regional Rural Bank","2016-05-25"
"State Bank of Mysore",751105,218584,969689,8302.5,811739,"(A) Public Sector Banks","2016-06-01"
"State Bank of Mysore",278147,84259,362406,1434.71,316374,"(B) Regional Rural Bank","2016-06-01"
"State Bank of Mysore",538101,181899,720000,332.71,677572,"(A) Public Sector Banks","2015-01-21"
"State Bank of Mysore",254823,75169,329992,1222.68,300545,"(B) Regional Rural Bank","2015-01-21"
"State Bank of Mysore",606110,212094,818204,4356.6,769840,"(A) Public Sector Banks","2015-05-27"
"State Bank of Mysore",274216,82217,356433,1409.16,310036,"(B) Regional Rural Bank","2015-05-27"
"State Bank of Mysore",655623,216992,872615,5505.03,790402,"(A) Public Sector Banks","2015-09-30"
"State Bank of Mysore",276034,83321,359355,1417.79,315583,"(B) Regional Rural Bank","2015-09-30"
"State Bank of Mysore",686507,217738,904245,6793.93,797532,"(A) Public Sector Banks","2016-02-03"
"State Bank of Mysore",277228,83878,361106,1428.68,315807,"(B) Regional Rural Bank","2016-02-03"
"State Bank of Mysore",752615,218695,971310,8495.94,812538,"(A) Public Sector Banks","2016-06-08"
