Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"State Bank of Patiala",424944,781692,1206636,22822.11,1142303,"(A) Public Sector Banks","2015-10-14"
"State Bank of Patiala",45259,662,45921,811.8,36761,"(B) Regional Rural Bank","2015-10-14"
"State Bank of Patiala",424963,781711,1206674,22526.22,1142318,"(A) Public Sector Banks","2015-10-21"
"State Bank of Patiala",45331,665,45996,818.37,36767,"(B) Regional Rural Bank","2015-10-21"
"State Bank of Patiala",424971,781719,1206690,22331.4,1142324,"(A) Public Sector Banks","2015-10-28"
"State Bank of Patiala",45497,665,46162,867.83,36767,"(B) Regional Rural Bank","2015-10-28"
"State Bank of Patiala",424991,781759,1206750,22021.77,1142338,"(A) Public Sector Banks","2015-11-04"
"State Bank of Patiala",45465,665,46130,885.76,36767,"(B) Regional Rural Bank","2015-11-04"
"State Bank of Patiala",425012,781779,1206791,21755.4,1142356,"(A) Public Sector Banks","2015-11-11"
"State Bank of Patiala",45503,665,46168,867.27,36767,"(B) Regional Rural Bank","2015-11-11"
"State Bank of Patiala",425048,781835,1206883,21595.58,1142373,"(A) Public Sector Banks","2015-11-18"
"State Bank of Patiala",45539,665,46204,886.59,36767,"(B) Regional Rural Bank","2015-11-18"
"State Bank of Patiala",425093,781856,1206949,21326.61,1142399,"(A) Public Sector Banks","2015-11-25"
"State Bank of Patiala",45600,665,46265,927.57,36767,"(B) Regional Rural Bank","2015-11-25"
"State Bank of Patiala",425111,781869,1206980,20503.71,1142415,"(A) Public Sector Banks","2015-12-02"
"State Bank of Patiala",45643,665,46308,937.77,36767,"(B) Regional Rural Bank","2015-12-02"
"State Bank of Patiala",425160,782001,1207161,19731.39,1142448,"(A) Public Sector Banks","2015-12-09"
"State Bank of Patiala",45664,665,46329,936.81,36767,"(B) Regional Rural Bank","2015-12-09"
"State Bank of Patiala",425183,782025,1207208,19212.23,1142462,"(A) Public Sector Banks","2015-12-16"
"State Bank of Patiala",45719,665,46384,946.87,36767,"(B) Regional Rural Bank","2015-12-16"
"State Bank of Patiala",425226,782085,1207311,18816.35,1142477,"(A) Public Sector Banks","2015-12-23"
"State Bank of Patiala",45793,665,46458,960.49,36767,"(B) Regional Rural Bank","2015-12-23"
"State Bank of Patiala",425241,782101,1207342,18117.86,1142489,"(A) Public Sector Banks","2015-12-30"
"State Bank of Patiala",45865,665,46530,982.33,36767,"(B) Regional Rural Bank","2015-12-30"
"State Bank of Patiala",425260,782119,1207379,16889.01,1142499,"(A) Public Sector Banks","2016-01-06"
