Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3729205,"(A) Public Sector Banks","2016-06-08"
"Indian Overseas Bank",886841,9717,896558,16131.31,616138,"(B) Regional Rural Bank","2016-06-08"
"Indian Overseas Bank",1460021,2566473,4026494,58969.76,3840159,"(A) Public Sector Banks","2016-10-12"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-10-12"
"Indian Overseas Bank",940897,3277563,4218460,78685.4,3809584,"(A) Public Sector Banks","2017-02-15"
"Indian Overseas Bank",989515,9740,999255,25183.21,616138,"(B) Regional Rural Bank","2017-02-15"
"Indian Overseas Bank",959135,3347436,4306571,72151.31,4066973,"(A) Public Sector Banks","2017-06-21"
"Indian Overseas Bank",996174,9722,1005896,25302.09,616138,"(B) Regional Rural Bank","2017-06-21"
"Indian Overseas Bank",976087,3398204,4374291,71725.48,4129557,"(A) Public Sector Banks","2017-10-25"
"Indian Overseas Bank",1004419,47393,1051812,27019.54,616138,"(B) Regional Rural Bank","2017-10-25"
"Indian Overseas Bank",975481,3411830,4387311,77853.83,4131358,"(A) Public Sector Banks","2018-02-28"
"Indian Overseas Bank",989898,30139,1020037,29816.09,616138,"(B) Regional Rural Bank","2018-02-28"
"Indian Overseas Bank",983452,3430431,4413883,83100.84,4161688,"(A) Public Sector Banks","2018-07-11"
"Indian Overseas Bank",1003707,30563,1034270,31815.86,616138,"(B) Regional Rural Bank","2018-07-11"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-06-15"
"Indian Overseas Bank",886841,9717,896558,16131.31,616138,"(B) Regional Rural Bank","2016-06-15"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-06-22"
"Indian Overseas Bank",886841,9717,896558,16131.31,616138,"(B) Regional Rural Bank","2016-06-22"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-06-29"
"Indian Overseas Bank",886841,9717,896558,16131.31,616138,"(B) Regional Rural Bank","2016-06-29"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-07-06"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-07-06"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-07-13"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-07-13"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-07-20"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-07-20"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-07-27"
"Indian Overseas Bank",929840,9717,939557,17855.13,616138,"(B) Regional Rural Bank","2016-07-27"
"Indian Overseas Bank",1428748,2433885,3862633,47805.53,3730544,"(A) Public Sector Banks","2016-08-03"
