Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Canara Bank",4174167,1983105,6157272,75887.6,6157272,"(A) Public Sector Banks","2015-04-29"
"Canara Bank",468072,321731,789803,18899.06,787507,"(B) Regional Rural Bank","2015-04-29"
"Canara Bank",4174167,1983105,6157272,76414.06,6157272,"(A) Public Sector Banks","2015-05-06"
"Canara Bank",468285,321872,790157,18969.7,787891,"(B) Regional Rural Bank","2015-05-06"
"Canara Bank",4174167,1983105,6157272,76401.61,6157272,"(A) Public Sector Banks","2015-05-13"
"Canara Bank",469397,322629,792026,19571.73,789323,"(B) Regional Rural Bank","2015-05-13"
"Canara Bank",4174167,1983105,6157272,77960.92,6157272,"(A) Public Sector Banks","2015-05-20"
"Canara Bank",470531,323334,793865,19962.42,790846,"(B) Regional Rural Bank","2015-05-20"
"Canara Bank",4174167,1983105,6157272,79387.25,6157272,"(A) Public Sector Banks","2015-06-03"
"Canara Bank",473740,328378,802118,20499.75,799447,"(B) Regional Rural Bank","2015-06-03"
"Canara Bank",4174167,1983105,6157272,79849.46,6157272,"(A) Public Sector Banks","2015-06-10"
"Canara Bank",473740,328378,802118,20499.76,799447,"(B) Regional Rural Bank","2015-06-10"
"Canara Bank",4174167,1983105,6157272,80989.77,6157272,"(A) Public Sector Banks","2015-06-17"
"Canara Bank",479117,332014,811131,20775.04,806543,"(B) Regional Rural Bank","2015-06-17"
"Canara Bank",4174167,1983105,6157272,81402.28,6157272,"(A) Public Sector Banks","2015-06-24"
"Canara Bank",479117,332014,811131,20775.04,806543,"(B) Regional Rural Bank","2015-06-24"
"Canara Bank",4174167,1983105,6157272,81961,6157272,"(A) Public Sector Banks","2015-07-01"
"Canara Bank",483298,334723,818021,20974.21,812914,"(B) Regional Rural Bank","2015-07-01"
"Canara Bank",4174167,1983105,6157272,82926.64,6157272,"(A) Public Sector Banks","2015-07-08"
"Canara Bank",485507,336195,821702,21007.72,815761,"(B) Regional Rural Bank","2015-07-08"
"Canara Bank",4174167,1983105,6157272,83426.56,6157272,"(A) Public Sector Banks","2015-07-15"
"Canara Bank",487336,337406,824742,21031.84,818097,"(B) Regional Rural Bank","2015-07-15"
"Canara Bank",4174167,1983105,6157272,83999.86,6157272,"(A) Public Sector Banks","2015-07-22"
"Canara Bank",489392,338963,828355,21051.68,828227,"(B) Regional Rural Bank","2015-07-22"
"Canara Bank",4174167,1983105,6157272,84414.87,6157272,"(A) Public Sector Banks","2015-07-29"
"Canara Bank",491459,340349,831808,21075.37,831673,"(B) Regional Rural Bank","2015-07-29"
"Canara Bank",4174167,1983105,6157272,84414.87,6157272,"(A) Public Sector Banks","2015-08-05"
"Canara Bank",493478,341683,835161,21091.84,834807,"(B) Regional Rural Bank","2015-08-05"
"Canara Bank",4174167,1983105,6157272,86418.85,6157272,"(A) Public Sector Banks","2015-08-12"
"Canara Bank",494876,342825,837701,21097.77,836963,"(B) Regional Rural Bank","2015-08-12"
"Canara Bank",4174167,1983105,6157272,87938.49,6157272,"(A) Public Sector Banks","2015-08-19"
"Canara Bank",496259,343748,840007,21111.32,839731,"(B) Regional Rural Bank","2015-08-19"
"Canara Bank",4174167,1983105,6157272,88302.66,6157272,"(A) Public Sector Banks","2015-08-26"
"Canara Bank",497676,344673,842349,21118.47,842111,"(B) Regional Rural Bank","2015-08-26"
