Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
State Bank of Hyderabad,882701,152701,1035402,35390.48,508374,(B) Regional Rural Bank,01/04/2017
State Bank of India,6308713,1007976,7316689,154076.37,3661489,(B) Regional Rural Bank,01/04/2017
State Bank of Mysore,285004,81792,366796,15259.22,310464,(B) Regional Rural Bank,01/04/2017
State Bank of Patiala,53950,672,54622,2561.83,36803,(B) Regional Rural Bank,01/04/2017
Syndicate Bank,2051260,487865,2539125,101777.95,2235304,(B) Regional Rural Bank,01/04/2017
UCO Bank,1300384,47096,1347480,33347.55,558643,(B) Regional Rural Bank,01/04/2017
Union Bank of India,771459,238186,1009645,31608.06,748764,(B) Regional Rural Bank,01/04/2017
United Bank of India,7103360,103316,7206676,195828.06,6264714,(B) Regional Rural Bank,01/04/2017
Regional Rural Banks Sub Total,38552780,6124686,44677466,1297670.53,33556085,(B) Regional Rural Bank,01/04/2017
Axis Bank Ltd,114863,545713,660576,21762.46,587816,(C) Major Private Banks,01/04/2017
City Union Bank Ltd,15672,68113,83785,2398.17,66190,(C) Major Private Banks,01/04/2017
Federal Bank Ltd,386035,82906,468941,22372.28,415730,(C) Major Private Banks,01/04/2017
HDFC Bank Ltd,355737,1370003,1725740,108855.66,1725062,(C) Major Private Banks,01/04/2017
ICICI Bank Ltd,2900514,350761,3251275,25659.3,3191633,(C) Major Private Banks,01/04/2017
IndusInd Bank Ltd,45315,447439,492754,4870.05,480096,(C) Major Private Banks,01/04/2017
Jammu & Kashmir Bank Ltd,1079086,111414,1190500,58850.2,1133720,(C) Major Private Banks,01/04/2017
Karur Vysya Bank,22615,144625,167240,2465.37,150666,(C) Major Private Banks,01/04/2017
Kotak Mahindra Bank Ltd,109193,74416,183609,3131.88,135873,(C) Major Private Banks,01/04/2017
Lakshmi Vilas Bank Ltd,48201,122481,170682,2236.37,168242,(C) Major Private Banks,01/04/2017
RBL Bank Ltd,59787,35520,95307,228.54,95307,(C) Major Private Banks,01/04/2017
South Indian Bank Ltd,41419,165848,207267,5636.76,66613,(C) Major Private Banks,01/04/2017
Yes Bank Ltd,7665,7022,14687,240.02,13310,(C) Major Private Banks,01/04/2017
Major Private Banks Sub Total,5186102,3526261,8712363,258707.05,8230258,(C) Major Private Banks,01/04/2017
Public Sector Banks,118182997,94937262,213120259,5376047.3,168187633,Summary,01/11/2017
Regional Rural Banks,38846480,6148603,44995083,1274792.72,33599809,Summary,01/11/2017
Private Sector Banks,5171502,3531393,8702895,251876.54,8232285,Summary,01/11/2017
Grand Total,162200979,104617258,266818237,6902716.56,210019727,Summary,01/11/2017
Allahabad Bank,5238284,1141191,6379475,127325.02,4989390,(A) Public Sector Banks,01/11/2017
Andhra Bank,1613113,779529,2392642,39043.88,1925069,(A) Public Sector Banks,01/11/2017
Bank of Baroda,7917827,10795049,18712876,532312.55,17672377,(A) Public Sector Banks,01/11/2017
Bank of India,7517672,8718508,16236180,371170.05,15498099,(A) Public Sector Banks,01/11/2017
Bank of Maharashtra,2943067,924827,3867894,100237.04,1723509,(A) Public Sector Banks,01/11/2017
Bhartiya Mahila Bank,0,69133,69133,2360.25,69133,(A) Public Sector Banks,01/11/2017
Canara Bank,4300477,2000209,6300686,208305.32,4274966,(A) Public Sector Banks,01/11/2017
Central Bank of India,6893567,1712671,8606238,177755.34,6116817,(A) Public Sector Banks,01/11/2017
Corporation Bank,1364678,1354551,2719229,126460.58,2596445,(A) Public Sector Banks,01/11/2017
Dena Bank,2892697,903487,3796184,81348.6,2619617,(A) Public Sector Banks,01/11/2017
IDBI Bank Ltd.,589093,572478,1161571,24390.1,955926,(A) Public Sector Banks,01/11/2017
Indian Bank,2150148,1075434,3225582,55633.38,2700446,(A) Public Sector Banks,01/11/2017
Indian Overseas Bank,929455,3238316,4167771,85279.21,3823294,(A) Public Sector Banks,01/11/2017
Oriental Bank of Commerce,2187219,1715724,3902943,467338.03,3661133,(A) Public Sector Banks,01/11/2017
Punjab & Sind Bank,842868,426517,1269385,71014.56,1249803,(A) Public Sector Banks,01/11/2017
Punjab National Bank,13372183,2494646,15866829,331435.67,13774574,(A) Public Sector Banks,01/11/2017
State Bank of Bikaner & Jaipur,1995850,1922982,3918832,170162.4,3472465,(A) Public Sector Banks,01/11/2017
State Bank of Hyderabad,1006998,1834732,2841730,50421.4,2740078,(A) Public Sector Banks,01/11/2017
State Bank of India,35143436,41784385,76927821,1088657.59,52823713,(A) Public Sector Banks,01/11/2017
State Bank of Mysore,846763,227260,1074023,14900,879890,(A) Public Sector Banks,01/11/2017
State Bank of Patiala,466426,739018,1205444,25963.28,1043324,(A) Public Sector Banks,01/11/2017
State Bank of Travancore,78081,688823,766904,20035.54,383181,(A) Public Sector Banks,01/11/2017
Syndicate Bank,2878074,1368873,4246947,134894.61,3728363,(A) Public Sector Banks,01/11/2017
UCO Bank,2919237,2560647,5479884,141251.09,3861936,(A) Public Sector Banks,01/11/2017
Union Bank of India,5235927,1402277,6638204,152909.07,5330316,(A) Public Sector Banks,01/11/2017
United Bank of India,5990109,3849720,9839829,753596.88,8818040,(A) Public Sector Banks,01/11/2017
Vijaya Bank,869748,636275,1506023,21845.88,1455729,(A) Public Sector Banks,01/11/2017
Public Sector Banks Sub Total,118182997,94937262,213120259,5376047.3,168187633,(A) Public Sector Banks,01/11/2017
Allahabad Bank,914884,168977,1083861,28556.46,767889,(B) Regional Rural Bank,01/11/2017
Andhra Bank,160816,14655,175471,2892.2,98825,(B) Regional Rural Bank,01/11/2017
Bank of Baroda,4071797,1081659,5153456,153278.58,4608151,(B) Regional Rural Bank,01/11/2017
Bank of India,2724243,877934,3602177,72707.89,3202089,(B) Regional Rural Bank,01/11/2017
Bank of Maharashtra,707815,140895,848710,25555.35,450356,(B) Regional Rural Bank,01/11/2017
Canara Bank,639515,437759,1077274,71614.13,1041390,(B) Regional Rural Bank,01/11/2017
Central Bank of India,3537028,681196,4218224,139799.87,3867824,(B) Regional Rural Bank,01/11/2017
Dena Bank,297713,21680,319393,17637.23,288934,(B) Regional Rural Bank,01/11/2017
Indian Bank,394464,101434,495898,7792.37,370565,(B) Regional Rural Bank,01/11/2017
Indian Overseas Bank,985903,9754,995657,25163.33,616138,(B) Regional Rural Bank,01/11/2017
Jammu & Kashmir Bank Ltd,84337,15015,99352,5049.39,17604,(B) Regional Rural Bank,01/11/2017
Punjab & Sind Bank,17484,713,18197,0,12110,(B) Regional Rural Bank,01/11/2017
Punjab National Bank,3081004,407275,3488279,124969,2625653,(B) Regional Rural Bank,01/11/2017
State Bank of Bikaner & Jaipur,2281945,53330,2335275,39456.81,1308594,(B) Regional Rural Bank,01/11/2017
State Bank of Hyderabad,887291,153407,1040698,35029.33,508374,(B) Regional Rural Bank,01/11/2017
State Bank of India,6334991,1010580,7345571,151560.49,3662048,(B) Regional Rural Bank,01/11/2017
State Bank of Mysore,285007,81961,366968,14734.14,309479,(B) Regional Rural Bank,01/11/2017
State Bank of Patiala,54131,672,54803,2477.03,36803,(B) Regional Rural Bank,01/11/2017
Syndicate Bank,2058243,489497,2547740,99815.43,2235304,(B) Regional Rural Bank,01/11/2017
UCO Bank,1317691,46956,1364647,32403.82,558643,(B) Regional Rural Bank,01/11/2017
Union Bank of India,796477,248903,1045380,31257.13,748784,(B) Regional Rural Bank,01/11/2017
United Bank of India,7213701,104351,7318052,193042.75,6264252,(B) Regional Rural Bank,01/11/2017
Regional Rural Banks Sub Total,38846480,6148603,44995083,1274792.72,33599809,(B) Regional Rural Bank,01/11/2017
Axis Bank Ltd,115690,549642,665332,21955.77,592065,(C) Major Private Banks,01/11/2017
City Union Bank Ltd,15681,68141,83822,2310.41,66169,(C) Major Private Banks,01/11/2017
Federal Bank Ltd,376617,78627,455244,21719.9,402048,(C) Major Private Banks,01/11/2017
HDFC Bank Ltd,355873,1370870,1726743,104826.96,1726065,(C) Major Private Banks,01/11/2017
ICICI Bank Ltd,2912968,354001,3266969,24607.64,3207327,(C) Major Private Banks,01/11/2017
IndusInd Bank Ltd,45641,450671,496312,4535.25,473607,(C) Major Private Banks,01/11/2017
Jammu & Kashmir Bank Ltd,1059035,109713,1168748,58388.32,1133720,(C) Major Private Banks,01/11/2017
Karur Vysya Bank,22665,145081,167746,2352.67,151376,(C) Major Private Banks,01/11/2017
Kotak Mahindra Bank Ltd,109204,74416,183620,3001.66,135892,(C) Major Private Banks,01/11/2017
Lakshmi Vilas Bank Ltd,48378,122616,170994,2290.58,168651,(C) Major Private Banks,01/11/2017
RBL Bank Ltd,59787,35520,95307,232.29,95307,(C) Major Private Banks,01/11/2017
South Indian Bank Ltd,41402,165759,207161,5410.21,66399,(C) Major Private Banks,01/11/2017
Yes Bank Ltd,8561,6336,14897,244.87,13659,(C) Major Private Banks,01/11/2017
Major Private Banks Sub Total,5171502,3531393,8702895,251876.54,8232285,(C) Major Private Banks,01/11/2017
Public Sector Banks,119577417,96795903,216373320,5314302.93,170670722,Summary,01/18/2017
Regional Rural Banks,39484604,6273936,45758540,1261708.54,33732796,Summary,01/18/2017
Private Sector Banks,5411914,3557640,8969554,247762.76,8276825,Summary,01/18/2017
Grand Total,164473935,106627479,271101414,6823774.23,212680343,Summary,01/18/2017
Allahabad Bank,5258178,1146535,6404713,125959.36,5040712,(A) Public Sector Banks,01/18/2017
Andhra Bank,1615718,782651,2398369,38234.19,1925336,(A) Public Sector Banks,01/18/2017
Bank of Baroda,7977911,10890955,18868866,525805.28,17814480,(A) Public Sector Banks,01/18/2017
Bank of India,7570026,8789023,16359049,369966.94,15581767,(A) Public Sector Banks,01/18/2017
Bank of Maharashtra,2966751,928642,3895393,99396.97,1723509,(A) Public Sector Banks,01/18/2017
Bhartiya Mahila Bank,0,69125,69125,2285.82,69125,(A) Public Sector Banks,01/18/2017
Canara Bank,4309882,2006972,6316854,205750.38,4273988,(A) Public Sector Banks,01/18/2017
Central Bank of India,6893567,1712671,8606238,175728.41,6113331,(A) Public Sector Banks,01/18/2017
Corporation Bank,1366294,1356092,2722386,123963.05,2597069,(A) Public Sector Banks,01/18/2017
Dena Bank,2903589,905446,3809035,81486.62,2619144,(A) Public Sector Banks,01/18/2017
IDBI Bank Ltd.,590763,573585,1164348,23852.22,956128,(A) Public Sector Banks,01/18/2017
Indian Bank,2153469,1078708,3232177,54001.55,3158727,(A) Public Sector Banks,01/18/2017
Indian Overseas Bank,931407,3243898,4175305,83593.63,3821396,(A) Public Sector Banks,01/18/2017
Oriental Bank of Commerce,2191514,1718353,3909867,459589.22,3664702,(A) Public Sector Banks,01/18/2017
Punjab & Sind Bank,840828,426132,1266960,68985.98,1249803,(A) Public Sector Banks,01/18/2017
Punjab National Bank,13443881,2515949,15959830,326944.83,13772163,(A) Public Sector Banks,01/18/2017
State Bank of Bikaner & Jaipur,1997424,1924023,3921447,165937.17,3459129,(A) Public Sector Banks,01/18/2017
State Bank of Hyderabad,1007579,1835645,2843224,49426.94,2740078,(A) Public Sector Banks,01/18/2017
State Bank of India,36066190,43373862,79440052,1079663.93,54535871,(A) Public Sector Banks,01/18/2017
State Bank of Mysore,850895,227851,1078746,14727.62,883804,(A) Public Sector Banks,01/18/2017
State Bank of Patiala,468212,742860,1211072,25188.98,1043541,(A) Public Sector Banks,01/18/2017
State Bank of Travancore,78213,690728,768941,19567.6,383538,(A) Public Sector Banks,01/18/2017
Syndicate Bank,2891675,1371768,4263443,132907.34,3727947,(A) Public Sector Banks,01/18/2017
UCO Bank,2925251,2561990,5487241,139889.93,3869473,(A) Public Sector Banks,01/18/2017
Union Bank of India,5390369,1418262,6808631,150736.97,5325830,(A) Public Sector Banks,01/18/2017
United Bank of India,6018083,3867898,9885981,748866.13,8859402,(A) Public Sector Banks,01/18/2017
Vijaya Bank,869748,636279,1506027,21845.88,1460729,(A) Public Sector Banks,01/18/2017
Public Sector Banks Sub Total,119577417,96795903,216373320,5314302.93,170670722,(A) Public Sector Banks,01/18/2017
Allahabad Bank,915734,169047,1084781,28172,767889,(B) Regional Rural Bank,01/18/2017
Andhra Bank,161497,14657,176154,2807.88,98941,(B) Regional Rural Bank,01/18/2017
Bank of Baroda,4097826,1088026,5185852,149923.55,4627667,(B) Regional Rural Bank,01/18/2017
Bank of India,2736264,883720,3619984,72234.89,3202092,(B) Regional Rural Bank,01/18/2017
Bank of Maharashtra,708255,140895,849150,25268.13,450356,(B) Regional Rural Bank,01/18/2017
Canara Bank,639654,437823,1077477,66473.65,1041438,(B) Regional Rural Bank,01/18/2017
Central Bank of India,3538812,682350,4221162,138742.41,3866887,(B) Regional Rural Bank,01/18/2017
Dena Bank,297848,21684,319532,17251.95,288934,(B) Regional Rural Bank,01/18/2017
Indian Bank,396204,101438,497642,7841.87,371219,(B) Regional Rural Bank,01/18/2017
Indian Overseas Bank,986003,9754,995757,25018.93,616138,(B) Regional Rural Bank,01/18/2017
Jammu & Kashmir Bank Ltd,84538,15048,99586,4991.34,17618,(B) Regional Rural Bank,01/18/2017
Punjab & Sind Bank,17506,713,18219,0,12110,(B) Regional Rural Bank,01/18/2017
Punjab National Bank,3084075,408820,3492895,121939.98,2635454,(B) Regional Rural Bank,01/18/2017
State Bank of Bikaner & Jaipur,2295160,53655,2348815,39659.11,1308594,(B) Regional Rural Bank,01/18/2017
State Bank of Hyderabad,888902,153674,1042576,34803.06,508374,(B) Regional Rural Bank,01/18/2017
State Bank of India,6841515,1112253,7953768,158618.68,3678054,(B) Regional Rural Bank,01/18/2017
State Bank of Mysore,285409,81668,367077,14431.89,308331,(B) Regional Rural Bank,01/18/2017
State Bank of Patiala,54339,672,55011,2401.79,36803,(B) Regional Rural Bank,01/18/2017
Syndicate Bank,2069954,492696,2562650,98557.06,2284694,(B) Regional Rural Bank,01/18/2017
UCO Bank,1319638,47020,1366658,31803.07,558643,(B) Regional Rural Bank,01/18/2017
Union Bank of India,806423,253168,1059591,30731.43,748803,(B) Regional Rural Bank,01/18/2017
United Bank of India,7259048,105155,7364203,190035.86,6303757,(B) Regional Rural Bank,01/18/2017
Regional Rural Banks Sub Total,39484604,6273936,45758540,1261708.54,33732796,(B) Regional Rural Bank,01/18/2017
Axis Bank Ltd,116231,552899,669130,20718.68,595100,(C) Major Private Banks,01/18/2017
City Union Bank Ltd,15677,68114,83791,2475.33,69538,(C) Major Private Banks,01/18/2017
Federal Bank Ltd,377099,78779,455878,21104.51,403264,(C) Major Private Banks,01/18/2017
HDFC Bank Ltd,356112,1371643,1727755,103303.6,1727077,(C) Major Private Banks,01/18/2017
ICICI Bank Ltd,2917028,354359,3271387,24086.28,3271384,(C) Major Private Banks,01/18/2017
IndusInd Bank Ltd,45857,453624,499481,4821.1,475812,(C) Major Private Banks,01/18/2017
Jammu & Kashmir Bank Ltd,1293665,127882,1421547,58006.61,1133720,(C) Major Private Banks,01/18/2017
Karur Vysya Bank,22676,145384,168060,2271.39,151832,(C) Major Private Banks,01/18/2017
Kotak Mahindra Bank Ltd,109210,74417,183627,2904.1,104525,(C) Major Private Banks,01/18/2017
Lakshmi Vilas Bank Ltd,48527,122891,171418,2332.41,168922,(C) Major Private Banks,01/18/2017
RBL Bank Ltd,59787,35520,95307,235.66,95307,(C) Major Private Banks,01/18/2017
South Indian Bank Ltd,41377,165779,207156,5265.7,66240,(C) Major Private Banks,01/18/2017
Yes Bank Ltd,8668,6349,15017,237.4,14104,(C) Major Private Banks,01/18/2017
Major Private Banks Sub Total,5411914,3557640,8969554,247762.76,8276825,(C) Major Private Banks,01/18/2017
Public Sector Banks,120396520,97786163,218182683,5245596.6,171686218,Summary,01/25/2017
Regional Rural Banks,39613865,6305862,45919727,1245888.74,33814368,Summary,01/25/2017
Private Sector Banks,5411961,3567499,8979460,241012.45,8281070,Summary,01/25/2017
Grand Total,165422346,107659524,273081870,6732497.79,213781656,Summary,01/25/2017
Allahabad Bank,5274443,1153255,6427698,123878.85,5094726,(A) Public Sector Banks,01/25/2017
Andhra Bank,1619080,785675,2404755,37556.67,1925336,(A) Public Sector Banks,01/25/2017
Bank of Baroda,8054012,11010776,19064788,518751.72,17991971,(A) Public Sector Banks,01/25/2017
Bank of India,7630661,8858538,16489199,368136.38,15577430,(A) Public Sector Banks,01/25/2017
Bank of Maharashtra,2997211,933812,3931023,98823.46,1723509,(A) Public Sector Banks,01/25/2017
Bhartiya Mahila Bank,0,69107,69107,2229.91,69107,(A) Public Sector Banks,01/25/2017
Canara Bank,4321935,2012535,6334470,202535.62,4271570,(A) Public Sector Banks,01/25/2017
Central Bank of India,6893567,1712671,8606238,172169.77,6107275,(A) Public Sector Banks,01/25/2017
Corporation Bank,1367697,1357813,2725510,120937.33,2598168,(A) Public Sector Banks,01/25/2017
Dena Bank,2930706,908516,3839222,80850.64,2618127,(A) Public Sector Banks,01/25/2017
IDBI Bank Ltd.,592216,574845,1167061,23449.1,958436,(A) Public Sector Banks,01/25/2017
Indian Bank,2156032,1080516,3236548,52506.92,3163098,(A) Public Sector Banks,01/25/2017
Indian Overseas Bank,934109,3256605,4190714,80893.9,3817627,(A) Public Sector Banks,01/25/2017
Oriental Bank of Commerce,2195067,1720755,3915822,450711.23,3670158,(A) Public Sector Banks,01/25/2017
Punjab & Sind Bank,840934,426132,1267066,67360.46,1249890,(A) Public Sector Banks,01/25/2017
Punjab National Bank,13511747,2533323,16045070,319751.13,13768488,(A) Public Sector Banks,01/25/2017
State Bank of Bikaner & Jaipur,2001781,1928707,3930488,162436.64,3476692,(A) Public Sector Banks,01/25/2017
State Bank of Hyderabad,1010150,1839378,2849528,49332.49,2740078,(A) Public Sector Banks,01/25/2017
State Bank of India,36438525,44021226,80459751,1076222.68,55189812,(A) Public Sector Banks,01/25/2017
State Bank of Mysore,855020,228605,1083625,14631.47,887932,(A) Public Sector Banks,01/25/2017
State Bank of Patiala,468212,742860,1211072,25188.98,1043541,(A) Public Sector Banks,01/25/2017
State Bank of Travancore,82531,689006,771537,19104.55,383181,(A) Public Sector Banks,01/25/2017
Syndicate Bank,2913757,1374224,4287981,129385.67,3763222,(A) Public Sector Banks,01/25/2017
UCO Bank,2924919,2597673,5522592,138093.01,3876493,(A) Public Sector Banks,01/25/2017
Union Bank of India,5441325,1426253,6867578,147393.49,5319827,(A) Public Sector Banks,01/25/2017
United Bank of India,6070906,3907078,9977984,741420.14,8934884,(A) Public Sector Banks,01/25/2017
Vijaya Bank,869977,636279,1506256,21844.38,1465640,(A) Public Sector Banks,01/25/2017
Public Sector Banks Sub Total,120396520,97786163,218182683,5245596.6,171686218,(A) Public Sector Banks,01/25/2017
Allahabad Bank,916336,169047,1085383,27616.14,767889,(B) Regional Rural Bank,01/25/2017
Andhra Bank,162251,14668,176919,2739.02,99048,(B) Regional Rural Bank,01/25/2017
Bank of Baroda,4128616,1095737,5224353,146991.28,4650202,(B) Regional Rural Bank,01/25/2017
Bank of India,2746119,890625,3636744,72150.89,3202089,(B) Regional Rural Bank,01/25/2017
Bank of Maharashtra,709258,140105,849363,25035.05,450356,(B) Regional Rural Bank,01/25/2017
Canara Bank,639890,437930,1077820,65750.51,1041561,(B) Regional Rural Bank,01/25/2017
Central Bank of India,3526456,679436,4205892,136857.91,3847084,(B) Regional Rural Bank,01/25/2017
Dena Bank,298004,21689,319693,16550.24,288934,(B) Regional Rural Bank,01/25/2017
Indian Bank,396836,101438,498274,7752.17,371510,(B) Regional Rural Bank,01/25/2017
Indian Overseas Bank,987059,9752,996811,24796.87,616138,(B) Regional Rural Bank,01/25/2017
Jammu & Kashmir Bank Ltd,84776,15110,99886,4966.18,17670,(B) Regional Rural Bank,01/25/2017
Punjab & Sind Bank,17513,713,18226,0,12110,(B) Regional Rural Bank,01/25/2017
Punjab National Bank,3085592,410198,3495790,118432.95,2697153,(B) Regional Rural Bank,01/25/2017
State Bank of Bikaner & Jaipur,2308833,54027,2362860,39997.69,1308724,(B) Regional Rural Bank,01/25/2017
State Bank of Hyderabad,888902,153674,1042576,34803.06,508374,(B) Regional Rural Bank,01/25/2017
State Bank of India,6872277,1118122,7990399,156994.46,3691665,(B) Regional Rural Bank,01/25/2017
State Bank of Mysore,286151,81116,367267,14070.91,307629,(B) Regional Rural Bank,01/25/2017
State Bank of Patiala,54339,672,55011,2401.79,36803,(B) Regional Rural Bank,01/25/2017
Syndicate Bank,2076272,493995,2570267,97487.91,2284694,(B) Regional Rural Bank,01/25/2017
UCO Bank,1322937,47092,1370029,30855.25,558643,(B) Regional Rural Bank,01/25/2017
Union Bank of India,840216,267646,1107862,30149.67,748827,(B) Regional Rural Bank,01/25/2017
United Bank of India,7265232,103070,7368302,189488.79,6307265,(B) Regional Rural Bank,01/25/2017
Regional Rural Banks Sub Total,39613865,6305862,45919727,1245888.74,33814368,(B) Regional Rural Bank,01/25/2017
Axis Bank Ltd,116278,553169,669447,20492.9,595714,(C) Major Private Banks,01/25/2017
City Union Bank Ltd,15676,68153,83829,2170.92,66214,(C) Major Private Banks,01/25/2017
Federal Bank Ltd,377578,78915,456493,20556.84,403604,(C) Major Private Banks,01/25/2017
HDFC Bank Ltd,356323,1372769,1729092,99953.52,1728414,(C) Major Private Banks,01/25/2017
ICICI Bank Ltd,2917734,354359,3272093,24090.75,3272090,(C) Major Private Banks,01/25/2017
IndusInd Bank Ltd,46095,456473,502568,3819.64,479692,(C) Major Private Banks,01/25/2017
Jammu & Kashmir Bank Ltd,1292072,132485,1424557,57241.14,1133720,(C) Major Private Banks,01/25/2017
Karur Vysya Bank,22735,146065,168800,2110.09,152216,(C) Major Private Banks,01/25/2017
Kotak Mahindra Bank Ltd,109210,74417,183627,2904.1,104525,(C) Major Private Banks,01/25/2017
Lakshmi Vilas Bank Ltd,48477,123137,171614,2150.55,169382,(C) Major Private Banks,01/25/2017
RBL Bank Ltd,59787,35520,95307,236.19,95307,(C) Major Private Banks,01/25/2017
South Indian Bank Ltd,41328,165688,207016,5051.03,66088,(C) Major Private Banks,01/25/2017
Yes Bank Ltd,8668,6349,15017,234.78,14104,(C) Major Private Banks,01/25/2017
Major Private Banks Sub Total,5411961,3567499,8979460,241012.45,8281070,(C) Major Private Banks,01/25/2017
Public Sector Banks,120788065,98091526,218879591,5180218.71,172360319,Summary,02/01/2017
Regional Rural Banks,39718383,6318337,46036720,1231658.2,34056781,Summary,02/01/2017
Private Sector Banks,5429311,3594349,9023660,237287.48,8354285,Summary,02/01/2017
Grand Total,165935759,108004212,273939971,6649164.39,214771385,Summary,02/01/2017
Allahabad Bank,5288763,1158071,6446834,122680.05,5098275,(A) Public Sector Banks,02/01/2017
Andhra Bank,1620466,788170,2408636,37556.67,1926500,(A) Public Sector Banks,02/01/2017
Bank of Baroda,8118204,11110869,19229073,511315.77,18141961,(A) Public Sector Banks,02/01/2017
Bank of India,7535956,8623571,16159527,341165.16,15633034,(A) Public Sector Banks,02/01/2017
Bank of Maharashtra,3015855,937020,3952875,98581.18,1723509,(A) Public Sector Banks,02/01/2017
Bhartiya Mahila Bank,0,69102,69102,2203.3,69102,(A) Public Sector Banks,02/01/2017
