Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Indian Bank,1959392,991259,2950651,27447.42,2916910,(A) Public Sector Banks,01/27/2016
Indian Overseas Bank,1426748,2433383,3860131,47805.81,3729184,(A) Public Sector Banks,01/27/2016
Oriental Bank of Commerce,2086369,1408959,3495328,269026.12,3418168,(A) Public Sector Banks,01/27/2016
Punjab & Sind Bank,849770,425641,1275411,42384.3,1266114,(A) Public Sector Banks,01/27/2016
Punjab National Bank,10563937,2049328,12613265,138256.84,9967340,(A) Public Sector Banks,01/27/2016
State Bank of Bikaner & Jaipur,1721170,1696801,3417971,85852.47,3021482,(A) Public Sector Banks,01/27/2016
State Bank of Hyderabad,995266,1807828,2803094,24415.56,2740466,(A) Public Sector Banks,01/27/2016
State Bank of India,21709623,28511352,50220975,362467.02,40832374,(A) Public Sector Banks,01/27/2016
State Bank of Mysore,671086,217656,888742,6604.71,797532,(A) Public Sector Banks,01/27/2016
State Bank of Patiala,425628,782529,1208157,16595.34,1142668,(A) Public Sector Banks,01/27/2016
State Bank of Travancore,47242,416586,463828,8514.95,327061,(A) Public Sector Banks,01/27/2016
Syndicate Bank,2712166,1268118,3980284,76698.28,3537951,(A) Public Sector Banks,01/27/2016
UCO Bank,3342614,3445988,6788602,144538.88,6590003,(A) Public Sector Banks,01/27/2016
Union Bank of India,4480210,1243094,5723304,70315.88,5461142,(A) Public Sector Banks,01/27/2016
United Bank of India,4085187,2695174,6780361,364125.1,4099665,(A) Public Sector Banks,01/27/2016
Vijaya Bank,777646,532531,1310177,11763.04,1308319,(A) Public Sector Banks,01/27/2016
Public Sector Banks Sub Total,89537898,71298083,160835981,2427730.84,138621275,(A) Public Sector Banks,01/27/2016
Allahabad Bank,643509,153760,797269,7155.24,758965,(B) Regional Rural Bank,01/27/2016
Andhra Bank,141913,14464,156377,1626.74,142962,(B) Regional Rural Bank,01/27/2016
Bank of Baroda,2888555,809191,3697746,56080.12,3376135,(B) Regional Rural Bank,01/27/2016
Bank of India,2202615,723126,2925741,20217.13,2654019,(B) Regional Rural Bank,01/27/2016
Bank of Maharashtra,381865,68491,450356,6368.27,450356,(B) Regional Rural Bank,01/27/2016
Canara Bank,544081,375828,919909,21343.32,919909,(B) Regional Rural Bank,01/27/2016
Central Bank of India,3561852,683570,4245422,80523.41,3988073,(B) Regional Rural Bank,01/27/2016
Dena Bank,277976,18984,296960,2912.33,284130,(B) Regional Rural Bank,01/27/2016
Indian Bank,337489,71060,408549,3187.69,274218,(B) Regional Rural Bank,01/27/2016
Indian Overseas Bank,867760,9717,877477,13511.99,616138,(B) Regional Rural Bank,01/27/2016
Jammu & Kashmir Bank Ltd,69873,13096,82969,2423.69,0,(B) Regional Rural Bank,01/27/2016
Punjab & Sind Bank,13173,2603,15776,230.58,12100,(B) Regional Rural Bank,01/27/2016
Punjab National Bank,2889473,361148,3250621,54446.73,2163253,(B) Regional Rural Bank,01/27/2016
State Bank of Bikaner & Jaipur,1727391,39588,1766979,22521.89,870537,(B) Regional Rural Bank,01/27/2016
State Bank of Hyderabad,766012,86775,852787,20359.8,508374,(B) Regional Rural Bank,01/27/2016
State Bank of India,5601273,965842,6567115,76652.44,3536169,(B) Regional Rural Bank,01/27/2016
State Bank of Mysore,277166,83847,361013,1428.31,315807,(B) Regional Rural Bank,01/27/2016
State Bank of Patiala,46172,665,46837,996.25,36769,(B) Regional Rural Bank,01/27/2016
Syndicate Bank,1670380,418584,2088964,46058.59,1899334,(B) Regional Rural Bank,01/27/2016
UCO Bank,880132,29759,909891,13576.03,536839,(B) Regional Rural Bank,01/27/2016
Union Bank of India,555139,145231,700370,3631.3,659654,(B) Regional Rural Bank,01/27/2016
United Bank of India,4904671,78200,4982871,80566.48,2385653,(B) Regional Rural Bank,01/27/2016
Regional Rural Banks Sub Total,31248470,5153529,36401999,535818.33,26389394,(B) Regional Rural Bank,01/27/2016
Axis Bank Ltd,124500,453136,577636,7383.59,531737,(C) Major Private Banks,01/27/2016
City Union Bank Ltd,14413,64163,78576,1050.77,59423,(C) Major Private Banks,01/27/2016
Federal Bank Ltd,318399,69193,387592,11812.39,353224,(C) Major Private Banks,01/27/2016
HDFC Bank Ltd,297186,1248341,1545527,49696.98,1544849,(C) Major Private Banks,01/27/2016
ICICI Bank Ltd,2300128,313361,2613489,12452.88,2544269,(C) Major Private Banks,01/27/2016
IndusInd Bank Ltd,26359,256638,282997,1389.39,280163,(C) Major Private Banks,01/27/2016
Jammu & Kashmir Bank Ltd,1145640,121886,1267526,26890.13,1117290,(C) Major Private Banks,01/27/2016
Karur Vysya Bank,18105,116931,135036,952.65,123100,(C) Major Private Banks,01/27/2016
Kotak Mahindra Bank Ltd,91365,91256,182621,1401.71,112908,(C) Major Private Banks,01/27/2016
Lakshmi Vilas Bank Ltd,57449,100303,157752,1129.4,146956,(C) Major Private Banks,01/27/2016
RBL Bank Ltd,59787,35520,95307,545.98,95307,(C) Major Private Banks,01/27/2016
South Indian Bank Ltd,17430,86045,103475,1272.1,50258,(C) Major Private Banks,01/27/2016
Yes Bank Ltd,7479,5697,13176,119.17,11675,(C) Major Private Banks,01/27/2016
Major Private Banks Sub Total,4478240,2962470,7440710,116097.14,6971159,(C) Major Private Banks,01/27/2016
Public Sector Banks,90358434,71826644,162185078,2472962.43,139260339,Summary,02/03/2016
Regional Rural Banks,31448811,5181178,36629989,548406.9,26404386,Summary,02/03/2016
Private Sector Banks,4495045,2973830,7468875,118597.66,6982980,Summary,02/03/2016
Grand Total,126302290,79981652,206283942,3139966.99,172647705,Summary,02/03/2016
Allahabad Bank,3193144,945546,4138690,37041.99,4082818,(A) Public Sector Banks,02/03/2016
Andhra Bank,1447846,713350,2161196,18973.54,1915267,(A) Public Sector Banks,02/03/2016
Bank of Baroda,5179476,6696769,11876245,212772.09,11311076,(A) Public Sector Banks,02/03/2016
Bank of India,4719593,5779887,10499480,109548.06,9726114,(A) Public Sector Banks,02/03/2016
Bank of Maharashtra,2362519,778353,3140872,46000.69,1723509,(A) Public Sector Banks,02/03/2016
Bhartiya Mahila Bank,0,67262,67262,1378.13,67262,(A) Public Sector Banks,02/03/2016
Canara Bank,4998473,2263085,7261558,122729.2,6998886,(A) Public Sector Banks,02/03/2016
Central Bank of India,5750221,1502447,7252668,73969.99,5564178,(A) Public Sector Banks,02/03/2016
