Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Bank of India,3014484,990171,4004655,78564.91,3706467,(B) Regional Rural Bank,01/03/2018
Bank of Maharashtra,804415,125824,930239,20518.27,798373,(B) Regional Rural Bank,01/03/2018
Canara Bank,645664,440287,1085951,53266.21,1057343,(B) Regional Rural Bank,01/03/2018
Central Bank of India,3422389,779947,4202336,114528.84,3794116,(B) Regional Rural Bank,01/03/2018
Dena Bank,408732,13695,422427,12904.69,289136,(B) Regional Rural Bank,01/03/2018
Indian Bank,422165,132847,555012,6951.56,493164,(B) Regional Rural Bank,01/03/2018
Indian Overseas Bank,987454,29966,1017420,25071.53,616138,(B) Regional Rural Bank,01/03/2018
Jammu & Kashmir Bank Ltd,88940,16066,105006,4972.13,21067,(B) Regional Rural Bank,01/03/2018
Punjab & Sind Bank,19163,1104,20267,309.57,18223,(B) Regional Rural Bank,01/03/2018
Punjab National Bank,3108614,478532,3587146,116547.82,3157879,(B) Regional Rural Bank,01/03/2018
State Bank of India,10693992,2165866,12859858,274238.52,6325177,(B) Regional Rural Bank,01/03/2018
Syndicate Bank,2018729,552777,2571506,91704.6,2469730,(B) Regional Rural Bank,01/03/2018
UCO Bank,1387544,49775,1437319,28157.92,559347,(B) Regional Rural Bank,01/03/2018
Union Bank of India,998327,335280,1333607,31331.36,754848,(B) Regional Rural Bank,01/03/2018
United Bank of India,8247579,106673,8354252,193060.04,6680767,(B) Regional Rural Bank,01/03/2018
Regional Rural Banks Sub Total,41951169,7678547,49629716,1235348.58,36435980,(B) Regional Rural Bank,01/03/2018
Axis Bank Ltd,115839,661521,777360,21279.52,689164,(C) Major Private Banks,01/03/2018
City Union Bank Ltd,15854,68152,84006,1386.05,79235,(C) Major Private Banks,01/03/2018
Federal Bank Ltd,397725,81345,479070,19420.85,420243,(C) Major Private Banks,01/03/2018
HDFC Bank Ltd,331712,1440021,1771733,88284.8,1771055,(C) Major Private Banks,01/03/2018
ICICI Bank Ltd,3454612,552445,4007057,20463.45,4007057,(C) Major Private Banks,01/03/2018
IndusInd Bank Ltd,40883,401902,442785,3107.6,418403,(C) Major Private Banks,01/03/2018
Jammu & Kashmir Bank Ltd,1361017,137110,1498127,55873.39,1176977,(C) Major Private Banks,01/03/2018
Karur Vysya Bank,25133,161022,186155,1639.82,183823,(C) Major Private Banks,01/03/2018
Kotak Mahindra Bank Ltd,107709,71867,179576,1855.17,132259,(C) Major Private Banks,01/03/2018
Lakshmi Vilas Bank Ltd,38523,95920,134443,1534.81,124265,(C) Major Private Banks,01/03/2018
RBL Bank Ltd,59787,35520,95307,221.93,94529,(C) Major Private Banks,01/03/2018
South Indian Bank Ltd,30675,178311,208986,4244,94535,(C) Major Private Banks,01/03/2018
Yes Bank Ltd,7624,5609,13233,223.92,11708,(C) Major Private Banks,01/03/2018
Major Private Banks Sub Total,5987093,3890745,9877838,219535.31,9203253,(C) Major Private Banks,01/03/2018
Public Sector Banks,133857918,115887046,249744964,5860095.29,187512401,Summary,01/10/2018
Regional Rural Banks,41991131,7693907,49685038,1245325.67,36443815,Summary,01/10/2018
Private Sector Banks,5990249,3894804,9885053,220427.87,9209874,Summary,01/10/2018
Grand Total,181839298,127475757,309315055,7325848.83,233166090,Summary,01/10/2018
Allahabad Bank,5746898,1494144,7241042,178618.88,5353830,(A) Public Sector Banks,01/10/2018
Andhra Bank,1480271,880142,2360413,30643.82,1774988,(A) Public Sector Banks,01/10/2018
Bank of Baroda,8706243,14084976,22791219,584579.93,21196007,(A) Public Sector Banks,01/10/2018
Bank of India,8995868,9907383,18903251,404763.13,17583100,(A) Public Sector Banks,01/10/2018
Bank of Maharashtra,3929091,1172062,5101153,104772.33,1018709,(A) Public Sector Banks,01/10/2018
Canara Bank,4605166,2110582,6715748,190492.6,4241755,(A) Public Sector Banks,01/10/2018
Central Bank of India,8660857,2123701,10784558,194352.88,8208713,(A) Public Sector Banks,01/10/2018
Corporation Bank,1366326,1344165,2710491,101422.55,2574447,(A) Public Sector Banks,01/10/2018
Dena Bank,3445669,921429,4367098,91954.17,2523056,(A) Public Sector Banks,01/10/2018
IDBI Bank Ltd.,460332,362603,822935,20454.12,666773,(A) Public Sector Banks,01/10/2018
Indian Bank,2201113,1098539,3299652,47987.6,3276429,(A) Public Sector Banks,01/10/2018
Indian Overseas Bank,976963,3405468,4382431,76843.22,4116950,(A) Public Sector Banks,01/10/2018
Oriental Bank of Commerce,2377689,1818368,4196057,427308.99,3769078,(A) Public Sector Banks,01/10/2018
Punjab & Sind Bank,663460,426568,1090028,59159.46,1003621,(A) Public Sector Banks,01/10/2018
Punjab National Bank,15318963,2782168,18101131,345622.13,15532706,(A) Public Sector Banks,01/10/2018
State Bank of India,44397371,60668382,105065753,1575830.75,70324018,(A) Public Sector Banks,01/10/2018
Syndicate Bank,3056194,1385374,4441568,133787.4,3855030,(A) Public Sector Banks,01/10/2018
UCO Bank,3556899,2905241,6462140,152070.92,3997697,(A) Public Sector Banks,01/10/2018
Union Bank of India,5853473,1624912,7478385,138554.34,4806793,(A) Public Sector Banks,01/10/2018
United Bank of India,7232779,4733402,11966181,981010.44,10225566,(A) Public Sector Banks,01/10/2018
Vijaya Bank,826293,637437,1463730,19865.61,1463135,(A) Public Sector Banks,01/10/2018
Public Sector Banks Sub Total,133857918,115887046,249744964,5860095.29,187512401,(A) Public Sector Banks,01/10/2018
Allahabad Bank,923930,169285,1093215,26985.54,768124,(B) Regional Rural Bank,01/10/2018
Andhra Bank,166357,17298,183655,2601.51,100902,(B) Regional Rural Bank,01/10/2018
Bank of Baroda,4601981,1276413,5878394,154201.84,4829008,(B) Regional Rural Bank,01/10/2018
Bank of India,3019419,992218,4011637,78331.04,3706467,(B) Regional Rural Bank,01/10/2018
Bank of Maharashtra,804769,125824,930593,20518.27,798373,(B) Regional Rural Bank,01/10/2018
Canara Bank,645716,440301,1086017,53184.68,1057357,(B) Regional Rural Bank,01/10/2018
Central Bank of India,3422840,780960,4203800,114283.26,3793164,(B) Regional Rural Bank,01/10/2018
Dena Bank,409049,13715,422764,12925.13,289136,(B) Regional Rural Bank,01/10/2018
Indian Bank,423103,133074,556177,6987.97,493212,(B) Regional Rural Bank,01/10/2018
Indian Overseas Bank,987859,30078,1017937,29068.96,616138,(B) Regional Rural Bank,01/10/2018
Jammu & Kashmir Bank Ltd,89005,16086,105091,5017.84,21096,(B) Regional Rural Bank,01/10/2018
Punjab & Sind Bank,19166,1109,20275,308.05,18194,(B) Regional Rural Bank,01/10/2018
Punjab National Bank,3108985,482910,3591895,117379.03,3161805,(B) Regional Rural Bank,01/10/2018
State Bank of India,10709194,2167747,12876941,281201.86,6325086,(B) Regional Rural Bank,01/10/2018
Syndicate Bank,2014030,553834,2567864,91704.6,2469730,(B) Regional Rural Bank,01/10/2018
UCO Bank,1398229,50214,1448443,28250.8,559347,(B) Regional Rural Bank,01/10/2018
Union Bank of India,1000443,336188,1336631,31422.15,754970,(B) Regional Rural Bank,01/10/2018
United Bank of India,8247056,106653,8353709,190953.14,6681706,(B) Regional Rural Bank,01/10/2018
Regional Rural Banks Sub Total,41991131,7693907,49685038,1245325.67,36443815,(B) Regional Rural Bank,01/10/2018
Axis Bank Ltd,116290,662113,778403,22439.06,690136,(C) Major Private Banks,01/10/2018
City Union Bank Ltd,15867,67761,83628,491.29,78875,(C) Major Private Banks,01/10/2018
Federal Bank Ltd,397993,81383,479376,19357.99,420464,(C) Major Private Banks,01/10/2018
HDFC Bank Ltd,331736,1440032,1771768,87841.45,1771090,(C) Major Private Banks,01/10/2018
ICICI Bank Ltd,3455845,552445,4008290,20182.13,4008290,(C) Major Private Banks,01/10/2018
IndusInd Bank Ltd,41120,405008,446128,3148.29,421589,(C) Major Private Banks,01/10/2018
Jammu & Kashmir Bank Ltd,1361964,137170,1499134,56630.7,1177899,(C) Major Private Banks,01/10/2018
Karur Vysya Bank,25157,161198,186355,1767.72,184030,(C) Major Private Banks,01/10/2018
Kotak Mahindra Bank Ltd,107698,71843,179541,1869.32,132226,(C) Major Private Banks,01/10/2018
Lakshmi Vilas Bank Ltd,38547,96181,134728,1652.74,124515,(C) Major Private Banks,01/10/2018
RBL Bank Ltd,59787,35520,95307,223.91,94527,(C) Major Private Banks,01/10/2018
South Indian Bank Ltd,30619,178541,209160,4589.53,94535,(C) Major Private Banks,01/10/2018
Yes Bank Ltd,7626,5609,13235,233.75,11698,(C) Major Private Banks,01/10/2018
Major Private Banks Sub Total,5990249,3894804,9885053,220427.87,9209874,(C) Major Private Banks,01/10/2018
Public Sector Banks,134079117,116022479,250101596,5898213.96,187867867,Summary,01/17/2018
Regional Rural Banks,42058879,7700029,49758908,1250110.8,36451260,Summary,01/17/2018
Private Sector Banks,5991144,3894400,9885544,220646.86,9211301,Summary,01/17/2018
Grand Total,182129140,127616908,309746048,7368971.62,233530428,Summary,01/17/2018
Allahabad Bank,5770005,1514721,7284726,179531.21,5405487,(A) Public Sector Banks,01/17/2018
Andhra Bank,1477829,879518,2357347,30838.91,1772458,(A) Public Sector Banks,01/17/2018
Bank of Baroda,8778777,14165321,22944098,589924.68,21276640,(A) Public Sector Banks,01/17/2018
Bank of India,9012631,9920715,18933346,407318.29,17624526,(A) Public Sector Banks,01/17/2018
Bank of Maharashtra,3936652,1172450,5109102,105481.69,1022008,(A) Public Sector Banks,01/17/2018
Canara Bank,4600284,2108117,6708401,189891.49,4238280,(A) Public Sector Banks,01/17/2018
Central Bank of India,8697813,2126148,10823961,196087.94,8246166,(A) Public Sector Banks,01/17/2018
Corporation Bank,1366326,1344165,2710491,101422.55,2574663,(A) Public Sector Banks,01/17/2018
Dena Bank,3447609,921577,4369186,93000.39,2520869,(A) Public Sector Banks,01/17/2018
IDBI Bank Ltd.,459342,363622,822964,20790.13,666678,(A) Public Sector Banks,01/17/2018
Indian Bank,2201685,1098680,3300365,47151.41,3277137,(A) Public Sector Banks,01/17/2018
Indian Overseas Bank,975234,3408179,4383413,76482.43,4115633,(A) Public Sector Banks,01/17/2018
Oriental Bank of Commerce,2379771,1819918,4199689,425473.04,3770580,(A) Public Sector Banks,01/17/2018
Punjab & Sind Bank,663339,425457,1088796,59010.68,1002876,(A) Public Sector Banks,01/17/2018
Punjab National Bank,15370185,2788937,18159122,350874.81,15678498,(A) Public Sector Banks,01/17/2018
State Bank of India,44397684,60668860,105066544,1587747.78,70324018,(A) Public Sector Banks,01/17/2018
Syndicate Bank,3057610,1384365,4441975,135082.8,3854161,(A) Public Sector Banks,01/17/2018
UCO Bank,3566823,2910414,6477237,152818.44,4001924,(A) Public Sector Banks,01/17/2018
Union Bank of India,5855448,1627251,7482699,139551.86,4804399,(A) Public Sector Banks,01/17/2018
United Bank of India,7237777,4736627,11974404,989867.8,10227731,(A) Public Sector Banks,01/17/2018
Vijaya Bank,826293,637437,1463730,19865.61,1463135,(A) Public Sector Banks,01/17/2018
Public Sector Banks Sub Total,134079117,116022479,250101596,5898213.96,187867867,(A) Public Sector Banks,01/17/2018
Allahabad Bank,924019,169285,1093304,27273.19,768124,(B) Regional Rural Bank,01/17/2018
Andhra Bank,166368,17297,183665,2695.1,100902,(B) Regional Rural Bank,01/17/2018
Bank of Baroda,4612208,1278548,5890756,155645.86,4832471,(B) Regional Rural Bank,01/17/2018
Bank of India,3023115,993666,4016781,79741.94,3706467,(B) Regional Rural Bank,01/17/2018
Bank of Maharashtra,806287,125841,932128,20517.27,798373,(B) Regional Rural Bank,01/17/2018
Canara Bank,645776,440328,1086104,53184.99,1057370,(B) Regional Rural Bank,01/17/2018
Central Bank of India,3423233,781465,4204698,114324.73,3792553,(B) Regional Rural Bank,01/17/2018
Dena Bank,409222,13744,422966,13363.68,289136,(B) Regional Rural Bank,01/17/2018
Indian Bank,423242,133068,556310,6906.3,493212,(B) Regional Rural Bank,01/17/2018
Indian Overseas Bank,988214,30109,1018323,29066.32,616138,(B) Regional Rural Bank,01/17/2018
Jammu & Kashmir Bank Ltd,89037,16107,105144,5075.05,21111,(B) Regional Rural Bank,01/17/2018
Punjab & Sind Bank,19167,1112,20279,316.15,18191,(B) Regional Rural Bank,01/17/2018
Punjab National Bank,3109226,486542,3595768,117582.34,3164112,(B) Regional Rural Bank,01/17/2018
State Bank of India,10724235,2171337,12895572,281092.19,6325261,(B) Regional Rural Bank,01/17/2018
Syndicate Bank,2017484,547175,2564659,92334.95,2469730,(B) Regional Rural Bank,01/17/2018
UCO Bank,1411542,51187,1462729,28420.8,559347,(B) Regional Rural Bank,01/17/2018
Union Bank of India,1001304,336551,1337855,31505.61,755089,(B) Regional Rural Bank,01/17/2018
United Bank of India,8265200,106667,8371867,191064.33,6683673,(B) Regional Rural Bank,01/17/2018
Regional Rural Banks Sub Total,42058879,7700029,49758908,1250110.8,36451260,(B) Regional Rural Bank,01/17/2018
Axis Bank Ltd,116346,661450,777796,22315.8,689659,(C) Major Private Banks,01/17/2018
City Union Bank Ltd,15867,68182,84049,494.68,79235,(C) Major Private Banks,01/17/2018
Federal Bank Ltd,398218,81389,479607,19281.26,420719,(C) Major Private Banks,01/17/2018
HDFC Bank Ltd,331751,1440040,1771791,87619.92,1771113,(C) Major Private Banks,01/17/2018
ICICI Bank Ltd,3456661,552445,4009106,20523.89,4009106,(C) Major Private Banks,01/17/2018
IndusInd Bank Ltd,41154,405194,446348,3354.7,421742,(C) Major Private Banks,01/17/2018
Jammu & Kashmir Bank Ltd,1362166,137196,1499362,56963.65,1178943,(C) Major Private Banks,01/17/2018
Karur Vysya Bank,25174,161287,186461,1641.87,184128,(C) Major Private Banks,01/17/2018
Kotak Mahindra Bank Ltd,107698,71839,179537,1861.36,132225,(C) Major Private Banks,01/17/2018
Lakshmi Vilas Bank Ltd,38562,96291,134853,1555.03,124631,(C) Major Private Banks,01/17/2018
RBL Bank Ltd,59787,35520,95307,221.26,94523,(C) Major Private Banks,01/17/2018
South Indian Bank Ltd,30619,178541,209160,4589.53,94535,(C) Major Private Banks,01/17/2018
Yes Bank Ltd,7141,5026,12167,223.91,10742,(C) Major Private Banks,01/17/2018
Major Private Banks Sub Total,5991144,3894400,9885544,220646.86,9211301,(C) Major Private Banks,01/17/2018
Public Sector Banks,134243915,116142688,250386603,5891354.13,188309460,Summary,01/24/2018
Regional Rural Banks,42051099,7774855,49825954,1249218.9,36516570,Summary,01/24/2018
Private Sector Banks,5992359,3894239,9886598,218282.85,9213730,Summary,01/24/2018
Grand Total,182287373,127811782,310099155,7358855.88,234039760,Summary,01/24/2018
Allahabad Bank,5784601,1527671,7312272,180375.54,5431141,(A) Public Sector Banks,01/24/2018
Andhra Bank,1473688,878420,2352108,30703.35,1767589,(A) Public Sector Banks,01/24/2018
Bank of Baroda,8821152,14236117,23057269,590473.68,21376317,(A) Public Sector Banks,01/24/2018
Bank of India,9033176,9938888,18972064,406286.7,17661494,(A) Public Sector Banks,01/24/2018
Bank of Maharashtra,3940345,1172328,5112673,105920.87,1025591,(A) Public Sector Banks,01/24/2018
Canara Bank,4594420,2103795,6698215,189050.32,4231656,(A) Public Sector Banks,01/24/2018
Central Bank of India,8737677,2129750,10867427,197016.58,8287274,(A) Public Sector Banks,01/24/2018
Corporation Bank,1366326,1344165,2710491,101422.55,2574663,(A) Public Sector Banks,01/24/2018
Dena Bank,3454578,922133,4376711,92825.29,2517400,(A) Public Sector Banks,01/24/2018
IDBI Bank Ltd.,459338,363578,822916,20687.31,666552,(A) Public Sector Banks,01/24/2018
Indian Bank,2202593,1099353,3301946,46520.73,3278720,(A) Public Sector Banks,01/24/2018
Indian Overseas Bank,975331,3409382,4384713,76009.76,4114327,(A) Public Sector Banks,01/24/2018
Oriental Bank of Commerce,2381885,1821371,4203256,424993,3772351,(A) Public Sector Banks,01/24/2018
Punjab & Sind Bank,662339,424597,1086936,58100.14,1002116,(A) Public Sector Banks,01/24/2018
Punjab National Bank,15389343,2790897,18180240,350705.99,15905833,(A) Public Sector Banks,01/24/2018
State Bank of India,44400907,60669036,105069943,1591234.76,70324272,(A) Public Sector Banks,01/24/2018
Syndicate Bank,3058855,1384418,4443273,132926.68,3872619,(A) Public Sector Banks,01/24/2018
UCO Bank,3576545,2915895,6492440,153047.15,4005471,(A) Public Sector Banks,01/24/2018
Union Bank of India,5862136,1633330,7495466,139752.38,4801081,(A) Public Sector Banks,01/24/2018
United Bank of India,7243784,4740517,11984301,983513.02,10229858,(A) Public Sector Banks,01/24/2018
Vijaya Bank,824896,637047,1461943,19788.33,1463135,(A) Public Sector Banks,01/24/2018
Public Sector Banks Sub Total,134243915,116142688,250386603,5891354.13,188309460,(A) Public Sector Banks,01/24/2018
Allahabad Bank,924126,169285,1093411,27339.07,768124,(B) Regional Rural Bank,01/24/2018
Andhra Bank,166374,17297,183671,2755.39,100910,(B) Regional Rural Bank,01/24/2018
Bank of Baroda,4623067,1281606,5904673,155393.44,4837996,(B) Regional Rural Bank,01/24/2018
Bank of India,3027464,995139,4022603,79788.7,3761427,(B) Regional Rural Bank,01/24/2018
Bank of Maharashtra,807316,125856,933172,20501.79,798373,(B) Regional Rural Bank,01/24/2018
Canara Bank,645804,440337,1086141,53246.14,1057389,(B) Regional Rural Bank,01/24/2018
Central Bank of India,3423932,782290,4206222,114015.06,3796018,(B) Regional Rural Bank,01/24/2018
Dena Bank,409420,13775,423195,13284.26,289136,(B) Regional Rural Bank,01/24/2018
Indian Bank,424154,133649,557803,6906.3,493305,(B) Regional Rural Bank,01/24/2018
Indian Overseas Bank,988214,30109,1018323,29066.32,616138,(B) Regional Rural Bank,01/24/2018
Jammu & Kashmir Bank Ltd,89121,16121,105242,5012.44,21183,(B) Regional Rural Bank,01/24/2018
Punjab & Sind Bank,19167,1119,20286,306.86,18197,(B) Regional Rural Bank,01/24/2018
Punjab National Bank,3048102,549898,3598000,118217.86,3164594,(B) Regional Rural Bank,01/24/2018
State Bank of India,10753372,2175451,12928823,276930.63,6324121,(B) Regional Rural Bank,01/24/2018
Syndicate Bank,2017765,547386,2565151,93594.81,2469730,(B) Regional Rural Bank,01/24/2018
UCO Bank,1415380,51398,1466778,28477.79,559347,(B) Regional Rural Bank,01/24/2018
Union Bank of India,1003491,337488,1340979,31603.54,755210,(B) Regional Rural Bank,01/24/2018
United Bank of India,8264830,106651,8371481,192778.49,6685372,(B) Regional Rural Bank,01/24/2018
Regional Rural Banks Sub Total,42051099,7774855,49825954,1249218.9,36516570,(B) Regional Rural Bank,01/24/2018
Axis Bank Ltd,116284,660780,777064,21961.81,689071,(C) Major Private Banks,01/24/2018
City Union Bank Ltd,15867,68182,84049,494.68,79235,(C) Major Private Banks,01/24/2018
Federal Bank Ltd,398456,81377,479833,19116.72,420821,(C) Major Private Banks,01/24/2018
HDFC Bank Ltd,331776,1440050,1771826,86461.61,1771148,(C) Major Private Banks,01/24/2018
ICICI Bank Ltd,3457301,552445,4009746,20116.66,4009746,(C) Major Private Banks,01/24/2018
IndusInd Bank Ltd,41168,405351,446519,3036.66,421948,(C) Major Private Banks,01/24/2018
Jammu & Kashmir Bank Ltd,1362485,137221,1499706,57125.23,1179859,(C) Major Private Banks,01/24/2018
Karur Vysya Bank,25220,161481,186701,1609.77,184365,(C) Major Private Banks,01/24/2018
Kotak Mahindra Bank Ltd,107680,71810,179490,1867.18,132183,(C) Major Private Banks,01/24/2018
Lakshmi Vilas Bank Ltd,38569,96456,135025,1466.39,124768,(C) Major Private Banks,01/24/2018
RBL Bank Ltd,59787,35520,95307,215.1,95307,(C) Major Private Banks,01/24/2018
South Indian Bank Ltd,30619,178541,209160,4589.53,94535,(C) Major Private Banks,01/24/2018
Yes Bank Ltd,7147,5025,12172,221.5,10744,(C) Major Private Banks,01/24/2018
Major Private Banks Sub Total,5992359,3894239,9886598,218282.85,9213730,(C) Major Private Banks,01/24/2018
Public Sector Banks,134580619,116050432,250631051,5913881.52,188474612,Summary,01/31/2018
Regional Rural Banks,42081951,7772980,49854931,1255178.91,36504316,Summary,01/31/2018
Private Sector Banks,5994882,3893936,9888818,218812.97,9215114,Summary,01/31/2018
Grand Total,182657452,127717348,310374800,7387873.4,234194042,Summary,01/31/2018
Allahabad Bank,5800133,1541475,7341608,182048.58,5457470,(A) Public Sector Banks,01/31/2018
Andhra Bank,1512937,887535,2400472,31241.85,1808845,(A) Public Sector Banks,01/31/2018
Bank of Baroda,8853458,14298732,23152190,593808.9,21460426,(A) Public Sector Banks,01/31/2018
Bank of India,9041609,9957575,18999184,406170.13,17648009,(A) Public Sector Banks,01/31/2018
Bank of Maharashtra,3944463,1172938,5117401,105883.3,1027783,(A) Public Sector Banks,01/31/2018
Canara Bank,4592016,2106337,6698353,190486.31,4232293,(A) Public Sector Banks,01/31/2018
Central Bank of India,8738065,2128745,10866810,197256.09,8292273,(A) Public Sector Banks,01/31/2018
Corporation Bank,1575158,1130008,2705166,103405.51,2566936,(A) Public Sector Banks,01/31/2018
Dena Bank,3457473,922120,4379593,93160.88,2514774,(A) Public Sector Banks,01/31/2018
IDBI Bank Ltd.,459034,363870,822904,20620.11,666446,(A) Public Sector Banks,01/31/2018
Indian Bank,2203005,1099619,3302624,47251.14,3279991,(A) Public Sector Banks,01/31/2018
Indian Overseas Bank,975248,3409589,4384837,76145.97,4139790,(A) Public Sector Banks,01/31/2018
Oriental Bank of Commerce,2384655,1823182,4207837,425898.23,3773225,(A) Public Sector Banks,01/31/2018
Punjab & Sind Bank,662179,423708,1085887,59428.3,1001428,(A) Public Sector Banks,01/31/2018
Punjab National Bank,15389343,2790897,18180240,350705.99,15905833,(A) Public Sector Banks,01/31/2018
State Bank of India,44401220,60669514,105070734,1585534.31,70324272,(A) Public Sector Banks,01/31/2018
Syndicate Bank,3059680,1384670,4444350,131775.82,3876304,(A) Public Sector Banks,01/31/2018
UCO Bank,3591517,2921972,6513489,154561.99,4008463,(A) Public Sector Banks,01/31/2018
Union Bank of India,5864996,1636639,7501635,140037.83,4799151,(A) Public Sector Banks,01/31/2018
United Bank of India,7249606,4744283,11993889,998672.92,10231789,(A) Public Sector Banks,01/31/2018
Vijaya Bank,824824,637024,1461848,19787.35,1459111,(A) Public Sector Banks,01/31/2018
Public Sector Banks Sub Total,134580619,116050432,250631051,5913881.52,188474612,(A) Public Sector Banks,01/31/2018
Allahabad Bank,924204,169285,1093489,27513.37,768124,(B) Regional Rural Bank,01/31/2018
Andhra Bank,166448,17302,183750,2712.39,100911,(B) Regional Rural Bank,01/31/2018
Bank of Baroda,4635263,1285616,5920879,158581.06,4846134,(B) Regional Rural Bank,01/31/2018
Bank of India,3030972,995268,4026240,80083.94,3761427,(B) Regional Rural Bank,01/31/2018
Bank of Maharashtra,808291,125856,934147,20501.79,798373,(B) Regional Rural Bank,01/31/2018
Canara Bank,645834,440366,1086200,53269.77,1057397,(B) Regional Rural Bank,01/31/2018
Central Bank of India,3408043,772960,4181003,113097.34,3773296,(B) Regional Rural Bank,01/31/2018
Dena Bank,409682,13817,423499,13208.88,289136,(B) Regional Rural Bank,01/31/2018
Indian Bank,424892,133671,558563,7168.56,493356,(B) Regional Rural Bank,01/31/2018
Indian Overseas Bank,987887,30102,1017989,29297.92,616138,(B) Regional Rural Bank,01/31/2018
Jammu & Kashmir Bank Ltd,89163,16131,105294,5009.78,21243,(B) Regional Rural Bank,01/31/2018
Punjab & Sind Bank,19186,1130,20316,333.25,18210,(B) Regional Rural Bank,01/31/2018
Punjab National Bank,3051157,549994,3601151,118035.03,3165099,(B) Regional Rural Bank,01/31/2018
State Bank of India,10768065,2177424,12945489,278930.53,6324070,(B) Regional Rural Bank,01/31/2018
Syndicate Bank,2017236,547641,2564877,94316.13,2469730,(B) Regional Rural Bank,01/31/2018
UCO Bank,1423284,51586,1474870,28729.67,559347,(B) Regional Rural Bank,01/31/2018
Union Bank of India,1005145,338194,1343339,32001.61,755305,(B) Regional Rural Bank,01/31/2018
United Bank of India,8267199,106637,8373836,192387.9,6687020,(B) Regional Rural Bank,01/31/2018
Regional Rural Banks Sub Total,42081951,7772980,49854931,1255178.91,36504316,(B) Regional Rural Bank,01/31/2018
Axis Bank Ltd,116284,660780,777064,21961.81,689071,(C) Major Private Banks,01/31/2018
City Union Bank Ltd,16012,68240,84252,1455.04,79235,(C) Major Private Banks,01/31/2018
Federal Bank Ltd,398529,81403,479932,19317.86,420898,(C) Major Private Banks,01/31/2018
HDFC Bank Ltd,331795,1440080,1771875,85477.12,1771197,(C) Major Private Banks,01/31/2018
ICICI Bank Ltd,3459419,552445,4011864,20505.68,4011864,(C) Major Private Banks,01/31/2018
IndusInd Bank Ltd,41178,405563,446741,3082.56,421963,(C) Major Private Banks,01/31/2018
