Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Bank of Baroda,5563414,1557891,7121305,214653.74,5469505,(B) Regional Rural Bank,01/16/2019
Bank of India,3266320,1081254,4347574,93901.31,3804512,(B) Regional Rural Bank,01/16/2019
Bank of Maharashtra,1104802,140815,1245617,34129.32,800872,(B) Regional Rural Bank,01/16/2019
Canara Bank,797897,479410,1277307,56857.87,1248377,(B) Regional Rural Bank,01/16/2019
Central Bank of India,3474167,826871,4301038,123837.96,3722362,(B) Regional Rural Bank,01/16/2019
Dena Bank,450724,16121,466845,16561.38,297778,(B) Regional Rural Bank,01/16/2019
Indian Bank,482386,172256,654642,8277.69,565570,(B) Regional Rural Bank,01/16/2019
Indian Overseas Bank,1035931,34540,1070471,33682.92,616138,(B) Regional Rural Bank,01/16/2019
Jammu & Kashmir Bank Ltd,110132,18468,128600,6316.74,22202,(B) Regional Rural Bank,01/16/2019
Punjab National Bank,4605632,624087,5229719,174303.77,3548186,(B) Regional Rural Bank,01/16/2019
State Bank of India,12160683,2606774,14767457,342896.25,6565731,(B) Regional Rural Bank,01/16/2019
Syndicate Bank,2129174,579666,2708840,106494.21,2535294,(B) Regional Rural Bank,01/16/2019
UCO Bank,644560,37871,682431,16828,197300,(B) Regional Rural Bank,01/16/2019
Union Bank of India,1157562,403452,1561014,41650.6,101440,(B) Regional Rural Bank,01/16/2019
United Bank of India,9037585,107071,9144656,220433.38,6745137,(B) Regional Rural Bank,01/16/2019
Regional Rural Banks Sub Total,47285556,8873326,56158882,1526756.57,37122721,(B) Regional Rural Bank,01/16/2019
Axis Bank Ltd,132927,696553,829480,20390.89,731836,(C) Major Private Banks,01/16/2019
City Union Bank Ltd,9612,75791,85403,1555.75,84543,(C) Major Private Banks,01/16/2019
Federal Bank Ltd,422158,82308,504466,21189.16,275487,(C) Major Private Banks,01/16/2019
HDFC Bank Ltd,352345,1635626,1987971,96939.34,1987293,(C) Major Private Banks,01/16/2019
ICICI Bank Ltd,3613916,720677,4334593,22622.94,4334593,(C) Major Private Banks,01/16/2019
IndusInd Bank Ltd,46413,444771,491184,3582.57,464635,(C) Major Private Banks,01/16/2019
Jammu & Kashmir Bank Ltd,1368164,181186,1549350,66665.18,1345450,(C) Major Private Banks,01/16/2019
Karur Vysya Bank,27225,171651,198876,1853.05,195558,(C) Major Private Banks,01/16/2019
Kotak Mahindra Bank Ltd,106480,70339,176819,2061.05,128745,(C) Major Private Banks,01/16/2019
Lakshmi Vilas Bank Ltd,39050,103639,142689,1871.07,128401,(C) Major Private Banks,01/16/2019
RBL Bank Ltd,59787,35520,95307,259.52,93127,(C) Major Private Banks,01/16/2019
South Indian Bank Ltd,30622,180384,211006,4730.08,59893,(C) Major Private Banks,01/16/2019
Yes Bank Ltd,6774,5767,12541,242.78,12193,(C) Major Private Banks,01/16/2019
Major Private Banks Sub Total,6215473,4404212,10619685,243963.38,9841754,(C) Major Private Banks,01/16/2019
Public Sector Banks,147518495,125480934,272999429,7067006.54,224587695,Summary,01/23/2019
Regional Rural Banks,47713207,8920315,56633522,1547455.71,37225635,Summary,01/23/2019
Private Sector Banks,6217530,4450106,10667636,242229.58,9905043,Summary,01/23/2019
Grand Total,201449232,138851355,340300587,8856691.83,271718373,Summary,01/23/2019
Allahabad Bank,7331342,2790493,10121835,306549.89,6114121,(A) Public Sector Banks,01/23/2019
Andhra Bank,1607952,917498,2525450,39821.88,1862407,(A) Public Sector Banks,01/23/2019
Bank of Baroda,10771497,18151882,28923379,834426.5,26615963,(A) Public Sector Banks,01/23/2019
Bank of India,10223303,10804802,21028105,524757.89,18968105,(A) Public Sector Banks,01/23/2019
Bank of Maharashtra,4240600,1230775,5471375,130238.19,1199635,(A) Public Sector Banks,01/23/2019
Canara Bank,4926470,2210781,7137251,222981.31,4265915,(A) Public Sector Banks,01/23/2019
Central Bank of India,10402972,2299465,12702437,269455.52,11852235,(A) Public Sector Banks,01/23/2019
Corporation Bank,1462859,1541950,3004809,112685.64,2686439,(A) Public Sector Banks,01/23/2019
Dena Bank,3798707,968124,4766831,120019.93,3446163,(A) Public Sector Banks,01/23/2019
IDBI Bank Ltd.,499082,398467,897549,23423.01,737157,(A) Public Sector Banks,01/23/2019
Indian Bank,2416930,1165327,3582257,55933.01,3547656,(A) Public Sector Banks,01/23/2019
Indian Overseas Bank,1004369,3514364,4518733,91390.62,4260278,(A) Public Sector Banks,01/23/2019
Oriental Bank of Commerce,2556452,1927535,4483987,373810.26,3906615,(A) Public Sector Banks,01/23/2019
Punjab & Sind Bank,757113,434110,1191223,68187.96,1079434,(A) Public Sector Banks,01/23/2019
Punjab National Bank,16135811,2888445,19024256,429412.72,18145385,(A) Public Sector Banks,01/23/2019
State Bank of India,45804367,61704007,107508374,2069562.1,90375617,(A) Public Sector Banks,01/23/2019
Syndicate Bank,3221856,1431443,4653299,144724.36,4033936,(A) Public Sector Banks,01/23/2019
UCO Bank,4179780,3254329,7434109,204811.07,3947924,(A) Public Sector Banks,01/23/2019
Union Bank of India,7444964,2035877,9480841,216336.1,5556075,(A) Public Sector Banks,01/23/2019
United Bank of India,7848555,5129016,12977571,805172.98,10451267,(A) Public Sector Banks,01/23/2019
Vijaya Bank,883514,682244,1565758,23305.62,1535368,(A) Public Sector Banks,01/23/2019
Public Sector Banks Sub Total,147518495,125480934,272999429,7067006.54,224587695,(A) Public Sector Banks,01/23/2019
Allahabad Bank,1171339,169314,1340653,33417.17,781002,(B) Regional Rural Bank,01/23/2019
Andhra Bank,165248,17222,182470,3078.51,101347,(B) Regional Rural Bank,01/23/2019
Bank of Baroda,5575728,1559898,7135626,216347.31,5476490,(B) Regional Rural Bank,01/23/2019
Bank of India,3272945,1082943,4355888,93995.57,3804512,(B) Regional Rural Bank,01/23/2019
Bank of Maharashtra,1114029,140821,1254850,34188.44,800885,(B) Regional Rural Bank,01/23/2019
Canara Bank,810214,484980,1295194,56967.28,1264716,(B) Regional Rural Bank,01/23/2019
Central Bank of India,3631984,848935,4480919,124528.38,3750892,(B) Regional Rural Bank,01/23/2019
Dena Bank,453591,16505,470096,16605.13,298122,(B) Regional Rural Bank,01/23/2019
Indian Bank,483567,172442,656009,8062.97,565609,(B) Regional Rural Bank,01/23/2019
Indian Overseas Bank,1038252,34541,1072793,33608.66,616138,(B) Regional Rural Bank,01/23/2019
Jammu & Kashmir Bank Ltd,110364,18501,128865,6319.36,22206,(B) Regional Rural Bank,01/23/2019
Punjab National Bank,4695049,632371,5327420,178290.56,3576842,(B) Regional Rural Bank,01/23/2019
State Bank of India,12188950,2611396,14800346,343148.2,6574758,(B) Regional Rural Bank,01/23/2019
Syndicate Bank,2132392,580941,2713333,119228.11,2536015,(B) Regional Rural Bank,01/23/2019
UCO Bank,645795,37928,683723,16838.81,197300,(B) Regional Rural Bank,01/23/2019
Union Bank of India,1159992,404491,1564483,42662.28,113664,(B) Regional Rural Bank,01/23/2019
United Bank of India,9063768,107086,9170854,220169.01,6745137,(B) Regional Rural Bank,01/23/2019
Regional Rural Banks Sub Total,47713207,8920315,56633522,1547455.71,37225635,(B) Regional Rural Bank,01/23/2019
Axis Bank Ltd,132991,697804,830795,20330.47,732856,(C) Major Private Banks,01/23/2019
City Union Bank Ltd,9612,75791,85403,1555.75,84543,(C) Major Private Banks,01/23/2019
Federal Bank Ltd,422294,82316,504610,21084.92,275732,(C) Major Private Banks,01/23/2019
HDFC Bank Ltd,354346,1682856,2037202,96133.04,2036524,(C) Major Private Banks,01/23/2019
ICICI Bank Ltd,3613686,720677,4334363,22393.46,4334363,(C) Major Private Banks,01/23/2019
IndusInd Bank Ltd,46409,445017,491426,3358.52,464874,(C) Major Private Banks,01/23/2019
Jammu & Kashmir Bank Ltd,1368164,181186,1549350,66665.18,1345450,(C) Major Private Banks,01/23/2019
Karur Vysya Bank,27245,171767,199012,1793.56,195676,(C) Major Private Banks,01/23/2019
Kotak Mahindra Bank Ltd,106479,70338,176817,2061.01,128743,(C) Major Private Banks,01/23/2019
Lakshmi Vilas Bank Ltd,39048,103739,142787,1798.34,128445,(C) Major Private Banks,01/23/2019
RBL Bank Ltd,59787,35520,95307,257.3,93126,(C) Major Private Banks,01/23/2019
South Indian Bank Ltd,30684,177326,208010,4555.62,72518,(C) Major Private Banks,01/23/2019
Yes Bank Ltd,6785,5769,12554,242.42,12193,(C) Major Private Banks,01/23/2019
Major Private Banks Sub Total,6217530,4450106,10667636,242229.58,9905043,(C) Major Private Banks,01/23/2019
