Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
United Bank of India,907508,658337,1565845,1170.37,1020015,(A) Public Sector Banks,10/15/2014
Vijaya Bank,326179,284171,610350,274.62,507765,(A) Public Sector Banks,10/15/2014
Public Sector Banks Sub Total,22088030,20609465,42697495,34272.27,21924436,(A) Public Sector Banks,10/15/2014
State Bank of Mysore,115257,46927,162184,0,127321,(B) Regional Rural Bank,10/15/2014
State Bank of Patiala,27891,526,28417,41.82,1014,(B) Regional Rural Bank,10/15/2014
Regional Rural Banks Sub Total,143148,47453,190601,41.82,128335,(B) Regional Rural Bank,10/15/2014
Axis Bank Ltd,61691,106304,167995,23.6,0,(C) Major Private Banks,10/15/2014
City Union Bank Ltd,6503,28434,34937,34.94,0,(C) Major Private Banks,10/15/2014
Federal Bank Ltd,84841,26455,111296,344.77,33249,(C) Major Private Banks,10/15/2014
HDFC Bank Ltd,85530,381491,467021,209.62,54451,(C) Major Private Banks,10/15/2014
ICICI Bank Ltd,283494,79482,362976,179.16,41639,(C) Major Private Banks,10/15/2014
IndusInd Bank Ltd,6596,20742,27338,6.4,20825,(C) Major Private Banks,10/15/2014
Karur Vysya Bank,3872,44186,48058,22.76,38078,(C) Major Private Banks,10/15/2014
Kotak Mahindra Bank Ltd,19457,13677,33134,18.04,0,(C) Major Private Banks,10/15/2014
RBL Bank Ltd,34236,15988,50224,1.08,13379,(C) Major Private Banks,10/15/2014
Yes Bank Ltd,1179,559,1738,0.91,1740,(C) Major Private Banks,10/15/2014
Major Private Banks Sub Total,587399,717318,1304717,841.28,203361,(C) Major Private Banks,10/15/2014
Public Sector Banks,19923405,19779051,39702456,29121.22,21852910,Summary,10/22/2014
Regional Rural Banks,745574,210774,956348,2800.12,116142,Summary,10/22/2014
Private Sector Banks,609575,764498,1374073,946.01,334108,Summary,10/22/2014
Grand Total,21278554,20754323,42032877,32867.35,22303160,Summary,10/22/2014
Andhra Bank,690690,496767,1187457,493.33,1052150,(A) Public Sector Banks,10/22/2014
Bank of Baroda,1377920,2102186,3480106,554.4,2812340,(A) Public Sector Banks,10/22/2014
Bank of India,1170301,1752362,2922663,837.28,2038729,(A) Public Sector Banks,10/22/2014
Bank of Maharashtra,714648,363841,1078489,554.86,269381,(A) Public Sector Banks,10/22/2014
Bhartiya Mahila Bank,0,31738,31738,66.97,31587,(A) Public Sector Banks,10/22/2014
Canara Bank,2224367,1136833,3361200,1820.9,182386,(A) Public Sector Banks,10/22/2014
Corporation Bank,568489,527612,1096101,323.86,531542,(A) Public Sector Banks,10/22/2014
Dena Bank,720268,459803,1180071,761.47,784854,(A) Public Sector Banks,10/22/2014
Indian Bank,1026941,641726,1668667,611.32,1623325,(A) Public Sector Banks,10/22/2014
Indian Overseas Bank,507149,1076143,1583292,496.2,859413,(A) Public Sector Banks,10/22/2014
Punjab & Sind Bank,473583,284620,758203,1004.69,572910,(A) Public Sector Banks,10/22/2014
State Bank of Hyderabad,449316,966833,1416149,194.74,961373,(A) Public Sector Banks,10/22/2014
State Bank of India,4509439,6442657,10952096,2142.47,5229792,(A) Public Sector Banks,10/22/2014
State Bank of Mysore,370845,124230,495075,241.99,371268,(A) Public Sector Banks,10/22/2014
State Bank of Travancore,27494,243049,270543,16422.12,62084,(A) Public Sector Banks,10/22/2014
Syndicate Bank,1330830,769982,2100812,7.09,728509,(A) Public Sector Banks,10/22/2014
UCO Bank,932941,969517,1902458,831.36,390709,(A) Public Sector Banks,10/22/2014
Union Bank of India,1486567,383813,1870380,363.77,1776331,(A) Public Sector Banks,10/22/2014
United Bank of India,990743,708563,1699306,1149.06,1049627,(A) Public Sector Banks,10/22/2014
Vijaya Bank,350874,296776,647650,243.34,524600,(A) Public Sector Banks,10/22/2014
Public Sector Banks Sub Total,19923405,19779051,39702456,29121.22,21852910,(A) Public Sector Banks,10/22/2014
Canara Bank,219423,108438,327861,0,96896,(B) Regional Rural Bank,10/22/2014
UCO Bank,191019,7273,198292,1002.59,9744,(B) Regional Rural Bank,10/22/2014
Union Bank of India,335132,95063,430195,1797.53,9502,(B) Regional Rural Bank,10/22/2014
Regional Rural Banks Sub Total,745574,210774,956348,2800.12,116142,(B) Regional Rural Bank,10/22/2014
Axis Bank Ltd,63692,112509,176201,26.38,58801,(C) Major Private Banks,10/22/2014
City Union Bank Ltd,6676,29391,36067,41.79,0,(C) Major Private Banks,10/22/2014
Federal Bank Ltd,99568,31324,130892,381.41,37688,(C) Major Private Banks,10/22/2014
HDFC Bank Ltd,94632,424679,519311,206.42,84672,(C) Major Private Banks,10/22/2014
ICICI Bank Ltd,333259,85438,418697,258.2,89660,(C) Major Private Banks,10/22/2014
IndusInd Bank Ltd,7745,33768,41513,4.98,23657,(C) Major Private Banks,10/22/2014
Karur Vysya Bank,4003,47389,51392,26.84,39630,(C) Major Private Banks,10/22/2014
Major Private Banks Sub Total,609575,764498,1374073,946.01,334108,(C) Major Private Banks,10/22/2014
Public Sector Banks,28574563,24190468,52765031,314628.43,28918571,Summary,10/29/2014
Regional Rural Banks,9382212,1823299,11205511,57879.58,1100154,Summary,10/29/2014
Private Sector Banks,670273,875442,1545715,22308.47,431858,Summary,10/29/2014
Grand Total,38627048,26889209,65516257,394816.48,30450583,Summary,10/29/2014
Allahabad Bank,1180117,536891,1717008,2212.03,495162,(A) Public Sector Banks,10/29/2014
Andhra Bank,715393,508537,1223930,1803.57,1085174,(A) Public Sector Banks,10/29/2014
Bank of Baroda,1440998,2173483,3614481,20506.68,3029850,(A) Public Sector Banks,10/29/2014
Bank of India,1225201,1811651,3036852,7683.45,2164745,(A) Public Sector Banks,10/29/2014
Bank of Maharashtra,737632,371799,1109431,3910.34,324981,(A) Public Sector Banks,10/29/2014
Bhartiya Mahila Bank,0,33380,33380,107.22,33042,(A) Public Sector Banks,10/29/2014
Canara Bank,2346691,1181295,3527986,7368.32,218108,(A) Public Sector Banks,10/29/2014
Central Bank of India,2401276,804865,3206141,7257.58,1401166,(A) Public Sector Banks,10/29/2014
Corporation Bank,588869,549513,1138382,8667.15,548370,(A) Public Sector Banks,10/29/2014
Dena Bank,747110,472212,1219322,4138.05,785898,(A) Public Sector Banks,10/29/2014
IDBI Bank Ltd.,269052,269691,538743,656.96,270422,(A) Public Sector Banks,10/29/2014
Indian Bank,1065510,655990,1721500,3657.4,1673750,(A) Public Sector Banks,10/29/2014
Indian Overseas Bank,536906,1136122,1673028,806.17,1042020,(A) Public Sector Banks,10/29/2014
Oriental Bank of Commerce,790671,580467,1371138,32730.56,624934,(A) Public Sector Banks,10/29/2014
Punjab & Sind Bank,512775,298447,811222,17115.08,602759,(A) Public Sector Banks,10/29/2014
Punjab National Bank,2721344,728270,3449614,77524.31,1353333,(A) Public Sector Banks,10/29/2014
State Bank of Hyderabad,464117,987278,1451395,3525.16,1276878,(A) Public Sector Banks,10/29/2014
State Bank of India,4786505,6806013,11592518,12144.47,5817120,(A) Public Sector Banks,10/29/2014
State Bank of Patiala,285788,551030,836818,22272.95,674453,(A) Public Sector Banks,10/29/2014
State Bank of Travancore,28237,247930,276167,16683.85,93784,(A) Public Sector Banks,10/29/2014
Syndicate Bank,1369980,784577,2154557,8328.2,728509,(A) Public Sector Banks,10/29/2014
UCO Bank,969136,991000,1960136,25871.41,1007516,(A) Public Sector Banks,10/29/2014
Union Bank of India,1987763,677956,2665719,8359.08,2016246,(A) Public Sector Banks,10/29/2014
United Bank of India,1033652,726146,1759798,20390.77,1063383,(A) Public Sector Banks,10/29/2014
Vijaya Bank,369840,305925,675765,907.65,586968,(A) Public Sector Banks,10/29/2014
Public Sector Banks Sub Total,28574563,24190468,52765031,314628.43,28918571,(A) Public Sector Banks,10/29/2014
Allahabad Bank,365712,70532,436244,449.32,62023,(B) Regional Rural Bank,10/29/2014
Andhra Bank,76451,7334,83785,148.62,0,(B) Regional Rural Bank,10/29/2014
Bank of Baroda,724876,213656,938532,3722.4,264010,(B) Regional Rural Bank,10/29/2014
Bank of India,751934,165596,917530,732.85,41630,(B) Regional Rural Bank,10/29/2014
Bank of Maharashtra,117237,39036,156273,82.99,17737,(B) Regional Rural Bank,10/29/2014
Canara Bank,232255,118864,351119,0,128718,(B) Regional Rural Bank,10/29/2014
Central Bank of India,949888,174622,1124510,8686.93,42328,(B) Regional Rural Bank,10/29/2014
Dena Bank,104899,4251,109150,484.64,24318,(B) Regional Rural Bank,10/29/2014
Indian Bank,207048,34831,241879,583.57,0,(B) Regional Rural Bank,10/29/2014
Indian Overseas Bank,245372,8955,254327,1254.68,0,(B) Regional Rural Bank,10/29/2014
Punjab & Sind Bank,8429,1453,9882,0,0,(B) Regional Rural Bank,10/29/2014
Punjab National Bank,978367,200476,1178843,9284.25,122885,(B) Regional Rural Bank,10/29/2014
State Bank of Bikaner & Jaipur,549708,262606,812314,8341.58,252804,(B) Regional Rural Bank,10/29/2014
State Bank of Hyderabad,278135,8548,286683,0,0,(B) Regional Rural Bank,10/29/2014
State Bank of India,1298391,201956,1500347,6666.48,35932,(B) Regional Rural Bank,10/29/2014
State Bank of Patiala,28981,558,29539,59.09,1076,(B) Regional Rural Bank,10/29/2014
Syndicate Bank,547609,182061,729670,5817.83,59596,(B) Regional Rural Bank,10/29/2014
UCO Bank,239739,7389,247128,1072.33,10742,(B) Regional Rural Bank,10/29/2014
Union Bank of India,344257,99488,443745,1872.22,10515,(B) Regional Rural Bank,10/29/2014
United Bank of India,1332924,21087,1354011,8619.81,25840,(B) Regional Rural Bank,10/29/2014
Regional Rural Banks Sub Total,9382212,1823299,11205511,57879.58,1100154,(B) Regional Rural Bank,10/29/2014
Axis Bank Ltd,64315,115077,179392,667.07,62094,(C) Major Private Banks,10/29/2014
City Union Bank Ltd,7029,30836,37865,146.31,0,(C) Major Private Banks,10/29/2014
Federal Bank Ltd,93236,29354,122590,9012.04,44407,(C) Major Private Banks,10/29/2014
HDFC Bank Ltd,101017,446653,547670,11364.97,92141,(C) Major Private Banks,10/29/2014
ICICI Bank Ltd,359495,88874,448369,705.92,117348,(C) Major Private Banks,10/29/2014
IndusInd Bank Ltd,8110,46438,54548,38.14,28489,(C) Major Private Banks,10/29/2014
Karur Vysya Bank,4169,49549,53718,96.77,42744,(C) Major Private Banks,10/29/2014
Kotak Mahindra Bank Ltd,20766,14797,35563,35.72,34239,(C) Major Private Banks,10/29/2014
Lakshmi Vilas Bank Ltd,2851,13672,16523,33.45,0,(C) Major Private Banks,10/29/2014
South Indian Bank Ltd,7894,39490,47384,203.24,8297,(C) Major Private Banks,10/29/2014
Yes Bank Ltd,1391,702,2093,4.83,2099,(C) Major Private Banks,10/29/2014
Major Private Banks Sub Total,670273,875442,1545715,22308.47,431858,(C) Major Private Banks,10/29/2014
Public Sector Banks,30833241,26068406,56901647,419927.65,32997113,Summary,11/05/2014
Regional Rural Banks,9918749,1751966,11670715,51547.74,1202076,Summary,11/05/2014
Private Sector Banks,950416,982096,1932512,26051.01,591085,Summary,11/05/2014
Grand Total,41702406,28802468,70504874,497526.4,34790274,Summary,11/05/2014
Allahabad Bank,1211887,547600,1759487,2369.36,579359,(A) Public Sector Banks,11/05/2014
Andhra Bank,739683,520331,1260014,1779.51,1085174,(A) Public Sector Banks,11/05/2014
Bank of Baroda,1520802,2259269,3780071,23590.93,3129818,(A) Public Sector Banks,11/05/2014
Bank of India,1292467,1905860,3198327,8362.33,2317061,(A) Public Sector Banks,11/05/2014
Bank of Maharashtra,764171,381058,1145229,3767.46,464281,(A) Public Sector Banks,11/05/2014
Bhartiya Mahila Bank,0,35047,35047,134.32,34763,(A) Public Sector Banks,11/05/2014
Canara Bank,2456799,1226902,3683701,67189.38,255717,(A) Public Sector Banks,11/05/2014
Central Bank of India,2483341,827266,3310607,8253.33,1540588,(A) Public Sector Banks,11/05/2014
Corporation Bank,608838,573178,1182016,7944.67,566873,(A) Public Sector Banks,11/05/2014
Dena Bank,786916,489933,1276849,4193.31,864515,(A) Public Sector Banks,11/05/2014
IDBI Bank Ltd.,280148,281950,562098,737.64,333740,(A) Public Sector Banks,11/05/2014
Indian Bank,1097882,669113,1766995,4651.53,1687501,(A) Public Sector Banks,11/05/2014
Indian Overseas Bank,563020,1184085,1747105,824.83,1075041,(A) Public Sector Banks,11/05/2014
Oriental Bank of Commerce,822529,599402,1421931,38976.36,703817,(A) Public Sector Banks,11/05/2014
Punjab & Sind Bank,530804,306778,837582,19132.44,633487,(A) Public Sector Banks,11/05/2014
Punjab National Bank,2883062,736281,3619343,77531.45,1652331,(A) Public Sector Banks,11/05/2014
State Bank of Bikaner & Jaipur,554457,719304,1273761,17200.24,1023704,(A) Public Sector Banks,11/05/2014
State Bank of Hyderabad,488117,1022399,1510516,3768.84,1299033,(A) Public Sector Banks,11/05/2014
State Bank of India,5071942,7222147,12294089,12214.88,6433407,(A) Public Sector Banks,11/05/2014
State Bank of Mysore,391366,129938,521304,270.33,500343,(A) Public Sector Banks,11/05/2014
State Bank of Patiala,296222,564625,860847,23073.62,767312,(A) Public Sector Banks,11/05/2014
State Bank of Travancore,28643,254211,282854,17174.82,109858,(A) Public Sector Banks,11/05/2014
Syndicate Bank,1412472,800620,2213092,8695.81,829328,(A) Public Sector Banks,11/05/2014
UCO Bank,990158,1031129,2021287,30467.98,1349910,(A) Public Sector Banks,11/05/2014
Union Bank of India,2075910,693897,2769807,9024.96,2017502,(A) Public Sector Banks,11/05/2014
United Bank of India,1099197,771789,1870986,27612.14,1124990,(A) Public Sector Banks,11/05/2014
Vijaya Bank,382408,314294,696702,985.18,617660,(A) Public Sector Banks,11/05/2014
Public Sector Banks Sub Total,30833241,26068406,56901647,419927.65,32997113,(A) Public Sector Banks,11/05/2014
Allahabad Bank,380031,75040,455071,442.32,73807,(B) Regional Rural Bank,11/05/2014
Andhra Bank,78776,7401,86177,0,0,(B) Regional Rural Bank,11/05/2014
Bank of Baroda,764328,229602,993930,4252.4,305996,(B) Regional Rural Bank,11/05/2014
Bank of India,773975,172130,946105,910.06,41650,(B) Regional Rural Bank,11/05/2014
Bank of Maharashtra,119292,40124,159416,84.97,18056,(B) Regional Rural Bank,11/05/2014
Canara Bank,249783,129824,379607,0,140374,(B) Regional Rural Bank,11/05/2014
Central Bank of India,980838,181764,1162602,9725.36,45305,(B) Regional Rural Bank,11/05/2014
Dena Bank,116039,4756,120795,579.86,27588,(B) Regional Rural Bank,11/05/2014
Indian Bank,211624,35251,246875,624.83,0,(B) Regional Rural Bank,11/05/2014
Indian Overseas Bank,257686,8963,266649,1460.1,0,(B) Regional Rural Bank,11/05/2014
Punjab & Sind Bank,8566,1522,10088,0,0,(B) Regional Rural Bank,11/05/2014
Punjab National Bank,1008189,208580,1216769,10013.64,125768,(B) Regional Rural Bank,11/05/2014
State Bank of Bikaner & Jaipur,409617,14896,424513,3417.98,40093,(B) Regional Rural Bank,11/05/2014
State Bank of Hyderabad,290893,8863,299756,0,43974,(B) Regional Rural Bank,11/05/2014
State Bank of India,1498068,246107,1744175,8333.64,78606,(B) Regional Rural Bank,11/05/2014
State Bank of Mysore,173608,56006,229614,0.99,148000,(B) Regional Rural Bank,11/05/2014
State Bank of Patiala,29569,559,30128,83.28,1080,(B) Regional Rural Bank,11/05/2014
Syndicate Bank,575259,192487,767746,0.06,59596,(B) Regional Rural Bank,11/05/2014
UCO Bank,243959,7950,251909,1119.17,11291,(B) Regional Rural Bank,11/05/2014
Union Bank of India,349045,104334,453379,2001.32,11689,(B) Regional Rural Bank,11/05/2014
United Bank of India,1399604,25807,1425411,8497.75,29203,(B) Regional Rural Bank,11/05/2014
Regional Rural Banks Sub Total,9918749,1751966,11670715,51547.74,1202076,(B) Regional Rural Bank,11/05/2014
Axis Bank Ltd,65491,120253,185744,1125.59,64368,(C) Major Private Banks,11/05/2014
City Union Bank Ltd,7197,31753,38950,148.78,0,(C) Major Private Banks,11/05/2014
Federal Bank Ltd,97471,30207,127678,9661.68,50542,(C) Major Private Banks,11/05/2014
HDFC Bank Ltd,108279,462788,571067,13559.72,101904,(C) Major Private Banks,11/05/2014
ICICI Bank Ltd,373940,93985,467925,1016.69,200433,(C) Major Private Banks,11/05/2014
IndusInd Bank Ltd,8378,48319,56697,54.14,55700,(C) Major Private Banks,11/05/2014
Jammu & Kashmir Bank Ltd,205203,49195,254398,0.03,21,(C) Major Private Banks,11/05/2014
Karur Vysya Bank,4250,50881,55131,109.29,42744,(C) Major Private Banks,11/05/2014
Kotak Mahindra Bank Ltd,21239,15285,36524,43.74,35899,(C) Major Private Banks,11/05/2014
Lakshmi Vilas Bank Ltd,2912,14079,16991,37.3,0,(C) Major Private Banks,11/05/2014
RBL Bank Ltd,46115,23297,69412,58.69,28143,(C) Major Private Banks,11/05/2014
South Indian Bank Ltd,8382,41257,49639,229.44,8977,(C) Major Private Banks,11/05/2014
Yes Bank Ltd,1559,797,2356,5.92,2354,(C) Major Private Banks,11/05/2014
Major Private Banks Sub Total,950416,982096,1932512,26051.01,591085,(C) Major Private Banks,11/05/2014
Public Sector Banks,32021638,27040384,59062022,464556.53,33859690,Summary,11/12/2014
Regional Rural Banks,10409959,1826498,12236457,57196.85,1321989,Summary,11/12/2014
Private Sector Banks,990514,1014063,2004577,33742.34,773133,Summary,11/12/2014
Grand Total,43422111,29880945,73303056,555495.72,35954812,Summary,11/12/2014
Allahabad Bank,1234259,554166,1788425,2630.11,667021,(A) Public Sector Banks,11/12/2014
Andhra Bank,765227,529851,1295078,2350.39,1156997,(A) Public Sector Banks,11/12/2014
Bank of Baroda,1601907,2349016,3950923,25706.24,3233154,(A) Public Sector Banks,11/12/2014
Bank of India,1337139,1962553,3299692,10284.91,2427891,(A) Public Sector Banks,11/12/2014
Bank of Maharashtra,786537,389384,1175921,5039.11,464281,(A) Public Sector Banks,11/12/2014
Bhartiya Mahila Bank,0,37815,37815,149.97,37487,(A) Public Sector Banks,11/12/2014
Canara Bank,2558895,1264136,3823031,72628.07,298677,(A) Public Sector Banks,11/12/2014
Central Bank of India,2557785,850749,3408534,9087.88,1912109,(A) Public Sector Banks,11/12/2014
Corporation Bank,629475,595137,1224612,20013.1,584957,(A) Public Sector Banks,11/12/2014
Dena Bank,823989,506226,1330215,5250.84,952053,(A) Public Sector Banks,11/12/2014
IDBI Bank Ltd.,289607,292691,582298,843.25,374663,(A) Public Sector Banks,11/12/2014
Indian Bank,1125178,680839,1806017,5028.45,1773063,(A) Public Sector Banks,11/12/2014
Indian Overseas Bank,591734,1226636,1818370,891.84,1075058,(A) Public Sector Banks,11/12/2014
Oriental Bank of Commerce,845311,612873,1458184,43121.8,733689,(A) Public Sector Banks,11/12/2014
